Stream,Year,Month,Counter,Symmetry,#Solutions,Minutes,Difficulty
3,2014,8,13,rotational,1,2.066388,0
3,2014,8,14,classic-broken,1,3.739085,0
3,2014,8,15,mirror-broken,1,4.917510,0
3,2014,8,16,mirror-broken,1,5.891547,0
3,2014,8,17,none,1,5.693049,0
3,2014,8,18,classic-broken,1,6.237101,0
3,2014,8,19,blockwise-broken,1,17.703933,1
3,2014,8,20,mirror-broken,1,4.397611,0
3,2014,8,21,rotational,1,1.426020,0
3,2014,8,22,classic-broken,1,9.052188,1
3,2014,8,23,classic-broken,1,7.838882,0
3,2014,8,24,diagonal-broken,2,7.860311,0
3,2014,8,25,rotational-broken,2,11.081670,1
3,2014,8,26,rotational-broken,1,5.220579,0
3,2014,8,27,none,1,3.590576,0
3,2014,8,28,classic-broken,1,4.332559,0
3,2014,8,29,none,1,15.703244,1
3,2014,8,30,diagonal-broken,1,3.935995,0
3,2014,8,31,diagonal-broken,1,5.789311,0
3,2014,8,32,none,1,9.252338,0
3,2014,8,33,diagonal-broken,1,21.505206,1
3,2014,8,34,classic-broken,1,12.647775,1
3,2014,8,35,blockwise-broken,1,11.273010,1
3,2014,8,36,mirror,1,3.198224,0
3,2014,8,37,double mirror,1,3.415980,0
3,2014,8,38,blockwise,1,2.336192,0
3,2014,8,39,diagonal,1,3.495872,0
3,2014,8,40,classic-broken,1,3.633258,0
3,2014,8,41,rotational-broken,1,4.222911,0
3,2014,8,42,mirror-broken,1,16.357611,1
3,2014,8,43,mirror-broken,1,5.511253,0
3,2014,8,44,diagonal-broken,1,9.668725,1
3,2014,8,45,blockwise-broken,1,26.946858,1
3,2014,8,46,blockwise,1,3.078983,0
3,2014,8,47,classic-broken,3,9.839848,0
3,2014,8,48,diagonal-broken,1,10.142388,1
3,2014,8,49,blockwise-broken,1,5.600355,0
3,2014,8,50,mirror-broken,1,15.889893,1
3,2014,8,51,rotational-broken,1,16.226354,1
3,2014,8,52,double mirror,1,2.347577,0
3,2014,8,53,none,1,4.905808,0
3,2014,8,54,blockwise-broken,1,3.085478,0
3,2014,8,55,none,1,4.470552,0
3,2014,8,56,mirror-broken,1,19.403709,1
3,2014,8,57,classic-broken,1,7.449557,0
3,2014,8,58,mirror-broken,1,16.212633,1
3,2014,8,59,blockwise-broken,1,5.072851,0
3,2014,8,60,none,1,13.872606,1
3,2014,8,61,classic-broken,1,6.671654,0
3,2014,8,62,none,1,20.221650,1
3,2014,8,63,none,1,10.173644,1
3,2014,8,64,diagonal-broken,1,5.517305,0
3,2014,8,65,rotational-broken,2,6.389547,0
3,2014,8,66,classic,1,2.462263,0
3,2014,8,67,classic-broken,1,5.901352,0
3,2014,8,68,mirror-broken,2,16.820312,1
3,2014,8,69,mirror-broken,2,7.995402,0
3,2014,8,70,diagonal-broken,1,12.225062,1
3,2014,8,71,classic-broken,1,13.854048,1
3,2014,8,72,mirror-broken,1,3.444881,0
3,2014,8,73,double mirror-broken,1,3.652597,0
3,2014,8,74,diagonal-broken,1,5.697199,0
3,2014,8,75,blockwise-broken,3,9.731196,0
3,2014,8,76,diagonal-broken,1,7.263971,0
3,2014,8,77,double mirror-broken,1,14.128867,1
3,2014,8,78,classic-broken,1,7.313369,0
3,2014,8,79,mirror-broken,1,5.806842,0
3,2014,8,80,classic-broken,1,5.458346,0
3,2014,8,81,blockwise-broken,1,9.556732,1
3,2014,8,82,classic-broken,1,6.124357,0
3,2014,8,83,classic-broken,1,12.274660,1
3,2014,8,84,diagonal-broken,1,4.439749,0
3,2014,8,85,none,1,9.527603,1
3,2014,8,86,classic-broken,1,4.342403,0
3,2014,8,87,mirror-broken,1,4.498078,0
3,2014,8,88,mirror-broken,1,35.629587,1
3,2014,8,89,blockwise-broken,1,9.235533,1
3,2014,8,90,rotational-broken,3,7.502222,0
3,2014,8,91,mirror-broken,1,4.936141,0
3,2014,8,92,mirror-broken,1,16.205556,1
3,2014,8,93,none,1,8.088383,1
3,2014,8,94,double mirror-broken,1,17.396313,1
3,2014,8,95,blockwise-broken,1,10.708877,1
3,2014,8,96,rotational-broken,1,4.638021,0
3,2014,8,97,mirror-broken,1,15.299169,1
3,2014,8,98,classic-broken,1,4.150974,0
3,2014,8,99,none,1,5.004285,0
3,2014,8,100,blockwise-broken,1,15.562278,1
3,2014,9,1,classic-broken,1,40.171749,1
3,2014,9,2,blockwise-broken,1,20.210502,1
3,2014,9,3,diagonal-broken,1,4.767527,0
3,2014,9,4,diagonal,1,12.299384,1
3,2014,9,5,classic-broken,1,4.769845,0
3,2014,9,6,double mirror-broken,1,11.488513,1
3,2014,9,7,classic-broken,1,5.729010,0
3,2014,9,8,diagonal-broken,2,12.959111,1
3,2014,9,9,blockwise-broken,1,4.093961,0
3,2014,9,10,double mirror-broken,1,6.583581,0
3,2014,9,11,blockwise-broken,1,6.471525,0
3,2014,9,12,blockwise-broken,1,21.949717,1
3,2014,9,13,blockwise-broken,1,4.643371,0
3,2014,9,14,diagonal-broken,1,21.660246,1
3,2014,9,15,classic-broken,1,3.606150,0
3,2014,9,16,mirror-broken,1,4.964214,0
3,2014,9,17,classic-broken,1,17.148797,1
3,2014,9,18,blockwise-broken,1,3.290761,0
3,2014,9,19,mirror-broken,1,3.890672,0
3,2014,9,20,double mirror-broken,1,12.551139,1
3,2014,9,21,mirror-broken,1,12.547845,1
3,2014,9,22,diagonal,1,20.528840,1
3,2014,9,23,mirror-broken,1,5.023822,0
3,2014,9,24,mirror-broken,1,11.883867,1
3,2014,9,25,none,1,16.776623,1
3,2014,9,26,classic,1,2.981115,0
3,2014,9,27,blockwise,1,3.727711,0
3,2014,9,28,mirror-broken,1,5.357515,0
3,2014,9,29,none,1,6.579652,0
3,2014,9,30,double mirror,1,1.826241,0
3,2014,9,31,classic-broken,1,13.457781,1
3,2014,9,32,none,1,6.153278,0
3,2014,9,33,classic-broken,1,13.626563,1
3,2014,9,34,none,1,15.739481,1
3,2014,9,35,rotational-broken,1,24.079135,1
3,2014,9,36,none,1,4.631949,0
3,2014,9,37,diagonal-broken,1,12.952721,1
3,2014,9,38,rotational-broken,2,13.810240,1
3,2014,9,39,mirror-broken,1,4.837716,0
3,2014,9,40,diagonal-broken,2,6.060508,0
3,2014,9,41,classic-broken,1,5.417880,0
3,2014,9,42,mirror-broken,1,5.898930,0
3,2014,9,43,diagonal-broken,1,15.799285,1
3,2014,9,44,classic-broken,1,4.709689,0
3,2014,9,45,mirror,1,10.573374,1
3,2014,9,46,none,1,8.727682,1
3,2014,9,47,classic-broken,1,5.714167,0
3,2014,9,48,classic-broken,1,6.331675,0
3,2014,9,49,none,1,10.438490,1
3,2014,9,50,mirror-broken,1,20.366735,1
3,2014,9,51,rotational,1,2.336899,0
3,2014,9,52,blockwise-broken,1,5.434240,0
3,2014,9,53,classic-broken,1,3.580454,0
3,2014,9,54,double mirror-broken,1,13.892128,1
3,2014,9,55,classic-broken,1,16.202725,1
3,2014,9,56,classic-broken,1,8.141737,1
3,2014,9,57,diagonal-broken,1,10.337536,1
3,2014,9,58,classic-broken,1,23.170372,1
3,2014,9,59,diagonal-broken,1,19.247045,1
3,2014,9,60,mirror-broken,1,5.422887,0
3,2014,9,61,blockwise,1,4.204647,0
3,2014,9,62,mirror,1,10.883488,1
3,2014,9,63,diagonal-broken,1,5.967404,0
3,2014,9,64,classic-broken,1,4.617082,0
3,2014,9,65,blockwise-broken,1,5.619055,0
3,2014,9,66,mirror-broken,2,6.493647,0
3,2014,9,67,classic-broken,3,7.844610,0
3,2014,9,68,classic-broken,1,4.396684,0
3,2014,9,69,none,1,12.518079,1
3,2014,9,70,blockwise-broken,1,27.864618,1
3,2014,9,71,mirror-broken,1,11.534892,1
3,2014,9,72,mirror-broken,1,5.691609,0
3,2014,9,73,rotational-broken,1,15.276671,1
3,2014,9,74,diagonal-broken,1,35.082143,1
3,2014,9,75,mirror,1,4.765283,0
3,2014,9,76,mirror-broken,1,4.227385,0
3,2014,9,77,classic-broken,1,18.740372,1
3,2014,9,78,mirror-broken,2,6.419532,0
3,2014,9,79,none,1,13.977959,1
3,2014,9,80,none,1,4.784484,0
3,2014,9,81,classic-broken,1,3.006089,0
3,2014,9,82,blockwise-broken,1,3.339473,0
3,2014,9,83,none,1,4.362676,0
3,2014,9,84,none,1,10.621034,1
3,2014,9,85,classic-broken,1,12.241219,1
3,2014,9,86,blockwise-broken,1,5.892151,0
3,2014,9,87,mirror-broken,1,6.675137,0
3,2014,9,88,mirror-broken,1,12.127931,1
3,2014,9,89,rotational-broken,1,4.640681,0
3,2014,9,90,diagonal-broken,3,9.660062,0
3,2014,9,91,diagonal-broken,1,6.184317,0
3,2014,9,92,none,1,4.145853,0
3,2014,9,93,double mirror,1,2.703984,0
3,2014,9,94,none,1,9.213756,1
3,2014,9,95,blockwise-broken,1,5.117428,0
3,2014,9,96,diagonal-broken,3,7.588549,0
3,2014,9,97,blockwise-broken,1,5.311648,0
3,2014,9,98,mirror-broken,1,4.499965,0
3,2014,9,99,mirror,1,3.949206,0
3,2014,9,100,blockwise-broken,1,14.996031,1
3,2014,10,1,blockwise-broken,1,29.332525,1
3,2014,10,2,diagonal-broken,1,3.405582,0
3,2014,10,3,classic-broken,1,5.372468,0
3,2014,10,4,rotational-broken,1,5.724246,0
3,2014,10,5,mirror-broken,1,11.045950,1
3,2014,10,6,mirror-broken,1,8.740016,1
3,2014,10,7,diagonal-broken,1,5.689308,0
3,2014,10,8,diagonal-broken,1,6.712916,0
3,2014,10,9,mirror-broken,3,7.859732,0
3,2014,10,10,blockwise-broken,1,5.809951,0
3,2014,10,11,classic-broken,1,7.391783,0
3,2014,10,12,blockwise,1,3.050387,0
3,2014,10,13,none,1,3.746012,0
3,2014,10,14,classic-broken,1,5.859492,0
3,2014,10,15,classic-broken,1,7.801282,1
3,2014,10,16,none,1,10.873348,1
3,2014,10,17,classic-broken,1,8.100835,1
3,2014,10,18,mirror-broken,1,10.354224,1
3,2014,10,19,rotational-broken,1,3.775489,0
3,2014,10,20,diagonal-broken,1,4.987472,0
3,2014,10,21,diagonal-broken,1,5.812992,0
3,2014,10,22,mirror-broken,1,5.009185,0
3,2014,10,23,classic-broken,3,8.121052,0
3,2014,10,24,none,1,4.841353,0
3,2014,10,25,classic-broken,1,17.930352,1
3,2014,10,26,classic-broken,1,5.259401,0
3,2014,10,27,blockwise-broken,1,5.872005,0
3,2014,10,28,mirror-broken,1,3.154715,0
3,2014,10,29,blockwise-broken,1,13.755379,1
3,2014,10,30,classic-broken,1,59.338379,1
3,2014,10,31,mirror,3,11.179478,1
3,2014,10,32,classic-broken,1,5.332457,0
3,2014,10,33,blockwise-broken,1,4.607553,0
3,2014,10,34,none,1,5.011532,0
3,2014,10,35,classic,1,3.313584,0
3,2014,10,36,classic-broken,1,5.293024,0
3,2014,10,37,classic-broken,1,9.267257,1
3,2014,10,38,mirror-broken,1,17.170427,1
3,2014,10,39,classic-broken,2,20.770522,1
3,2014,10,40,none,1,5.000073,0
3,2014,10,41,blockwise-broken,2,5.462138,0
3,2014,10,42,blockwise-broken,1,10.573738,1
3,2014,10,43,mirror,1,9.724949,1
3,2014,10,44,classic-broken,2,18.396164,1
3,2014,10,45,diagonal-broken,1,4.576660,0
3,2014,10,46,mirror,1,4.164197,0
3,2014,10,47,blockwise-broken,3,8.497767,0
3,2014,10,48,blockwise-broken,1,3.795595,0
3,2014,10,49,mirror-broken,1,13.054732,1
3,2014,10,50,rotational-broken,1,5.398881,0
3,2014,10,51,rotational-broken,1,11.125393,1
3,2014,10,52,classic-broken,1,17.733789,1
3,2014,10,53,blockwise-broken,1,11.784333,1
3,2014,10,54,blockwise-broken,1,19.540521,1
3,2014,10,55,diagonal-broken,1,2.906047,0
3,2014,10,56,rotational,1,2.832562,0
3,2014,10,57,blockwise-broken,1,5.446689,0
3,2014,10,58,blockwise-broken,1,3.774283,0
3,2014,10,59,blockwise-broken,1,18.270437,1
3,2014,10,60,none,1,11.812376,1
3,2014,10,61,diagonal-broken,1,5.263516,0
3,2014,10,62,classic-broken,1,14.046932,1
3,2014,10,63,diagonal,1,4.188051,0
3,2014,10,64,classic-broken,1,5.108849,0
3,2014,10,65,classic,1,2.914865,0
3,2014,10,66,rotational-broken,1,36.756059,1
3,2014,10,67,classic-broken,1,4.946040,0
3,2014,10,68,none,1,6.457999,0
3,2014,10,69,mirror-broken,1,21.296603,1
3,2014,10,70,none,1,9.251673,1
3,2014,10,71,classic-broken,1,4.528272,0
3,2014,10,72,mirror,1,5.129947,0
3,2014,10,73,mirror-broken,1,3.894150,0
3,2014,10,74,classic-broken,1,3.709010,0
3,2014,10,75,none,2,7.677323,0
3,2014,10,76,classic-broken,1,6.312329,0
3,2014,10,77,blockwise-broken,1,13.448175,1
3,2014,10,78,none,1,4.722266,0
3,2014,10,79,blockwise,1,2.949456,0
3,2014,10,80,rotational-broken,1,20.568667,1
3,2014,10,81,none,1,11.606598,1
3,2014,10,82,mirror-broken,1,5.411835,0
3,2014,10,83,diagonal-broken,1,12.257680,1
3,2014,10,84,none,1,5.357178,0
3,2014,10,85,blockwise-broken,1,4.292555,0
3,2014,10,86,diagonal,1,10.947255,1
3,2014,10,87,mirror-broken,1,5.067974,0
3,2014,10,88,classic-broken,1,19.351164,1
3,2014,10,89,classic-broken,1,7.604933,0
3,2014,10,90,rotational,1,3.258569,0
3,2014,10,91,diagonal-broken,1,3.457618,0
3,2014,10,92,mirror-broken,1,5.484524,0
3,2014,10,93,none,1,5.012120,0
3,2014,10,94,diagonal-broken,1,28.600703,1
3,2014,10,95,none,1,6.265838,0
3,2014,10,96,none,1,4.243327,0
3,2014,10,97,rotational-broken,1,4.569084,0
3,2014,10,98,classic-broken,1,7.213783,0
3,2014,10,99,none,1,4.730835,0
3,2014,10,100,blockwise-broken,2,17.731610,1
3,2014,11,1,classic-broken,1,11.488089,1
3,2014,11,2,classic-broken,1,15.462262,1
3,2014,11,3,diagonal-broken,1,12.035398,1
3,2014,11,4,mirror-broken,1,4.712376,0
3,2014,11,5,mirror,1,22.327696,1
3,2014,11,6,classic-broken,1,5.209596,0
3,2014,11,7,diagonal,1,3.220676,0
3,2014,11,8,blockwise-broken,1,16.600098,1
3,2014,11,9,diagonal,1,5.053525,0
3,2014,11,10,none,1,5.471372,0
3,2014,11,11,rotational,1,4.332209,0
3,2014,11,12,rotational-broken,1,25.985287,1
3,2014,11,13,rotational-broken,1,15.140981,1
3,2014,11,14,diagonal-broken,3,11.011233,0
3,2014,11,15,none,1,4.904423,0
3,2014,11,16,classic-broken,1,4.082526,0
3,2014,11,17,blockwise-broken,1,28.221449,1
3,2014,11,18,none,1,2.864910,0
3,2014,11,19,rotational-broken,1,17.956250,1
3,2014,11,20,classic-broken,1,5.107037,0
3,2014,11,21,none,1,14.747987,1
3,2014,11,22,none,1,5.905048,0
3,2014,11,23,mirror-broken,1,3.528054,0
3,2014,11,24,classic-broken,1,4.846976,0
3,2014,11,25,mirror-broken,1,3.796018,0
3,2014,11,26,classic-broken,1,12.494865,1
3,2014,11,27,diagonal-broken,1,13.226356,1
3,2014,11,28,mirror-broken,1,13.220124,1
3,2014,11,29,mirror-broken,1,8.243212,0
3,2014,11,30,classic-broken,1,6.866060,0
3,2014,11,31,mirror-broken,1,3.427259,0
3,2014,11,32,diagonal-broken,1,16.517040,1
3,2014,11,33,rotational,1,3.653095,0
3,2014,11,34,none,1,4.271620,0
3,2014,11,35,blockwise-broken,2,12.632239,1
3,2014,11,36,diagonal-broken,1,5.036752,0
3,2014,11,37,classic-broken,1,4.742986,0
3,2014,11,38,mirror-broken,1,6.360382,0
3,2014,11,39,classic-broken,1,14.706302,1
3,2014,11,40,none,1,4.115066,0
3,2014,11,41,diagonal,1,4.406453,0
3,2014,11,42,double mirror-broken,1,4.704388,0
3,2014,11,43,classic,1,4.112192,0
3,2014,11,44,classic-broken,1,7.421213,0
3,2014,11,45,mirror-broken,2,17.823238,1
3,2014,11,46,diagonal-broken,1,4.500614,0
3,2014,11,47,none,1,11.291011,1
3,2014,11,48,classic-broken,1,21.090396,1
3,2014,11,49,classic-broken,1,12.618142,1
3,2014,11,50,diagonal-broken,2,7.044640,0
3,2014,11,51,blockwise-broken,1,4.623919,0
3,2014,11,52,none,1,5.103880,0
3,2014,11,53,blockwise-broken,1,22.891053,1
3,2014,11,54,classic-broken,1,56.277982,1
3,2014,11,55,diagonal-broken,1,6.171298,0
3,2014,11,56,diagonal-broken,1,10.072138,1
3,2014,11,57,none,3,14.859663,1
3,2014,11,58,classic-broken,1,12.018554,1
3,2014,11,59,mirror-broken,1,6.728832,0
3,2014,11,60,mirror-broken,2,28.882728,1
3,2014,11,61,mirror,1,24.397037,1
3,2014,11,62,classic-broken,3,8.332467,0
3,2014,11,63,mirror-broken,1,18.184596,1
3,2014,11,64,blockwise-broken,1,16.577045,1
3,2014,11,65,mirror-broken,1,4.362675,0
3,2014,11,66,rotational-broken,1,6.981983,0
3,2014,11,67,rotational-broken,1,6.021297,0
3,2014,11,68,none,1,4.221508,0
3,2014,11,69,classic-broken,1,14.817114,1
3,2014,11,70,rotational-broken,1,5.313889,0
3,2014,11,71,blockwise-broken,1,6.034000,0
3,2014,11,72,classic,1,7.584832,1
3,2014,11,73,blockwise-broken,1,17.606650,1
3,2014,11,74,classic-broken,1,20.142589,1
3,2014,11,75,none,1,5.348292,0
3,2014,11,76,none,1,4.309293,0
3,2014,11,77,diagonal-broken,1,13.542710,1
3,2014,11,78,blockwise-broken,1,9.505971,1
3,2014,11,79,diagonal-broken,1,3.817808,0
3,2014,11,80,diagonal-broken,1,4.278962,0
3,2014,11,81,none,1,13.497727,1
3,2014,11,82,blockwise-broken,1,12.375068,1
3,2014,11,83,blockwise,1,3.157952,0
3,2014,11,84,rotational-broken,1,9.919146,0
3,2014,11,85,diagonal-broken,3,9.437467,0
3,2014,11,86,classic-broken,1,4.870857,0
3,2014,11,87,none,1,10.979607,1
3,2014,11,88,mirror-broken,1,25.199647,1
3,2014,11,89,blockwise,1,4.624876,0
3,2014,11,90,blockwise-broken,1,11.241672,1
3,2014,11,91,diagonal,1,14.766233,1
3,2014,11,92,mirror-broken,1,2.671521,0
3,2014,11,93,mirror-broken,2,6.705406,0
3,2014,11,94,blockwise-broken,1,4.360408,0
3,2014,11,95,classic-broken,1,14.714636,1
3,2014,11,96,mirror-broken,1,7.491656,0
3,2014,11,97,none,1,4.238434,0
3,2014,11,98,none,1,10.571343,1
3,2014,11,99,double mirror,1,1.929113,0
3,2014,11,100,blockwise-broken,1,14.831847,1
3,2014,12,1,classic-broken,1,3.468312,0
3,2014,12,2,mirror-broken,1,15.063495,1
3,2014,12,3,rotational-broken,1,11.671082,1
3,2014,12,4,classic-broken,1,4.072520,0
3,2014,12,5,blockwise,1,2.620829,0
3,2014,12,6,classic-broken,1,5.007083,0
3,2014,12,7,none,1,10.752284,1
3,2014,12,8,blockwise,1,2.890391,0
3,2014,12,9,mirror-broken,1,9.355672,1
3,2014,12,10,classic-broken,1,15.077414,1
3,2014,12,11,rotational,1,2.958099,0
3,2014,12,12,mirror-broken,1,6.588811,0
3,2014,12,13,classic-broken,1,12.369033,1
3,2014,12,14,classic-broken,1,3.209638,0
3,2014,12,15,blockwise-broken,1,19.598567,1
3,2014,12,16,classic-broken,1,11.505688,1
3,2014,12,17,classic-broken,1,12.448546,1
3,2014,12,18,none,1,11.766757,1
3,2014,12,19,none,1,8.070031,1
3,2014,12,20,rotational-broken,1,9.070927,1
3,2014,12,21,blockwise-broken,1,13.995440,1
3,2014,12,22,double mirror-broken,1,4.335653,0
3,2014,12,23,none,1,9.650898,1
3,2014,12,24,diagonal-broken,1,3.193893,0
3,2014,12,25,classic-broken,1,18.050334,1
3,2014,12,26,blockwise-broken,1,3.955218,0
3,2014,12,27,blockwise-broken,1,18.350275,1
3,2014,12,28,none,1,5.478637,0
3,2014,12,29,classic,1,2.775151,0
3,2014,12,30,diagonal,1,4.009163,0
3,2014,12,31,mirror,1,3.676899,0
3,2014,12,32,classic-broken,1,16.934287,1
3,2014,12,33,classic-broken,3,6.999760,0
3,2014,12,34,rotational,1,3.224508,0
3,2014,12,35,blockwise-broken,1,17.717734,1
3,2014,12,36,blockwise,3,15.853346,1
3,2014,12,37,classic-broken,1,12.062355,1
3,2014,12,38,none,1,11.788596,1
3,2014,12,39,diagonal-broken,1,7.342882,0
3,2014,12,40,classic-broken,1,5.316261,0
3,2014,12,41,mirror-broken,1,4.487739,0
3,2014,12,42,double mirror,1,2.577710,0
3,2014,12,43,none,1,14.285331,1
3,2014,12,44,mirror-broken,1,5.702127,0
3,2014,12,45,double mirror,1,1.390832,0
3,2014,12,46,diagonal-broken,1,5.816106,0
3,2014,12,47,classic-broken,1,17.591608,1
3,2014,12,48,none,1,4.267723,0
3,2014,12,49,rotational-broken,1,23.117400,1
3,2014,12,50,none,1,4.402747,0
3,2014,12,51,rotational-broken,1,4.914152,0
3,2014,12,52,classic-broken,1,3.968017,0
3,2014,12,53,rotational-broken,1,6.649415,0
3,2014,12,54,classic-broken,1,11.336488,1
3,2014,12,55,classic-broken,1,15.767060,1
3,2014,12,56,double mirror-broken,1,6.135111,0
3,2014,12,57,mirror-broken,1,4.184700,0
3,2014,12,58,classic-broken,1,16.366775,1
3,2014,12,59,double mirror,1,1.768683,0
3,2014,12,60,rotational-broken,1,4.990342,0
3,2014,12,61,mirror-broken,1,4.097858,0
3,2014,12,62,diagonal-broken,1,17.073620,1
3,2014,12,63,blockwise-broken,1,3.736629,0
3,2014,12,64,none,1,4.531665,0
3,2014,12,65,blockwise-broken,2,8.436574,0
3,2014,12,66,mirror-broken,1,14.801386,1
3,2014,12,67,diagonal-broken,3,11.720298,1
3,2014,12,68,classic-broken,1,5.885758,0
3,2014,12,69,mirror,1,5.893354,0
3,2014,12,70,mirror-broken,1,2.836989,0
3,2014,12,71,none,1,19.923121,1
3,2014,12,72,none,1,3.971140,0
3,2014,12,73,blockwise,2,5.702461,0
3,2014,12,74,blockwise-broken,1,21.121006,1
3,2014,12,75,blockwise-broken,1,19.491855,1
3,2014,12,76,classic,1,2.116863,0
3,2014,12,77,classic-broken,1,4.178375,0
3,2014,12,78,none,1,7.945906,0
3,2014,12,79,rotational-broken,1,5.081628,0
3,2014,12,80,classic-broken,3,12.188836,1
3,2014,12,81,mirror-broken,1,3.736288,0
3,2014,12,82,blockwise-broken,1,11.704398,1
3,2014,12,83,none,1,4.601256,0
3,2014,12,84,blockwise-broken,1,4.642876,0
3,2014,12,85,classic,2,5.841479,0
3,2014,12,86,diagonal-broken,1,4.118631,0
3,2014,12,87,none,1,5.725731,0
3,2014,12,88,none,1,6.628124,0
3,2014,12,89,diagonal-broken,2,14.368968,1
3,2014,12,90,mirror-broken,1,12.059408,1
3,2014,12,91,diagonal-broken,1,15.717152,1
3,2014,12,92,double mirror-broken,1,4.252919,0
3,2014,12,93,blockwise-broken,1,12.734454,1
3,2014,12,94,mirror,2,16.792112,1
3,2014,12,95,diagonal-broken,1,4.691860,0
3,2014,12,96,blockwise-broken,2,20.674967,1
3,2014,12,97,none,1,27.991348,1
3,2014,12,98,mirror,1,2.945290,0
3,2014,12,99,classic,1,3.642336,0
3,2014,12,100,classic-broken,1,4.342402,0
4,2014,1,1,mirror-broken,1,13.258058,1
4,2014,1,2,diagonal,1,3.286069,0
4,2014,1,3,none,1,44.461505,1
4,2014,1,4,classic-broken,1,10.973557,1
4,2014,1,5,mirror-broken,3,14.382091,1
4,2014,1,6,mirror-broken,1,15.096117,1
4,2014,1,7,classic-broken,1,4.423804,0
4,2014,1,8,diagonal-broken,1,13.199130,1
4,2014,1,9,blockwise-broken,1,13.922978,1
4,2014,1,10,rotational-broken,1,12.161410,1
4,2014,1,11,none,1,4.067973,0
4,2014,1,12,blockwise-broken,1,4.481507,0
4,2014,1,13,classic-broken,1,7.670853,1
4,2014,1,14,rotational-broken,1,16.817302,1
4,2014,1,15,blockwise-broken,1,4.820557,0
4,2014,1,16,diagonal-broken,1,9.743364,1
4,2014,1,17,mirror-broken,1,13.881224,1
4,2014,1,18,classic,1,3.134577,0
4,2014,1,19,blockwise-broken,1,3.834086,0
4,2014,1,20,none,1,5.245889,0
4,2014,1,21,none,1,4.623537,0
4,2014,1,22,classic-broken,1,17.022225,1
4,2014,1,23,diagonal-broken,1,5.649731,0
4,2014,1,24,classic-broken,1,6.693630,0
4,2014,1,25,diagonal-broken,1,10.039038,1
4,2014,1,26,none,1,12.384166,1
4,2014,1,27,double mirror,1,3.069018,0
4,2014,1,28,classic-broken,1,9.737798,1
4,2014,1,29,none,1,19.728402,1
4,2014,1,30,classic-broken,1,4.244012,0
4,2014,1,31,diagonal-broken,1,9.121779,0
4,2014,1,32,rotational-broken,1,24.017911,1
4,2014,1,33,rotational,1,4.163266,0
4,2014,1,34,classic-broken,1,6.442112,0
4,2014,1,35,diagonal-broken,1,4.581317,0
4,2014,1,36,diagonal,1,3.752906,0
4,2014,1,37,diagonal-broken,1,6.126255,0
4,2014,1,38,classic,1,5.663863,0
4,2014,1,39,none,1,18.485243,1
4,2014,1,40,classic-broken,1,3.398613,0
4,2014,1,41,blockwise-broken,1,10.619179,1
4,2014,1,42,rotational-broken,2,11.879100,1
4,2014,1,43,diagonal-broken,1,31.063984,1
4,2014,1,44,rotational-broken,1,5.901985,0
4,2014,1,45,mirror-broken,1,14.916335,1
4,2014,1,46,classic-broken,3,6.486961,0
4,2014,1,47,classic-broken,1,15.095589,1
4,2014,1,48,none,1,9.689684,1
4,2014,1,49,diagonal-broken,1,21.894546,1
4,2014,1,50,classic-broken,1,4.894383,0
4,2014,1,51,mirror-broken,1,4.494438,0
4,2014,1,52,classic-broken,1,5.483946,0
4,2014,1,53,none,1,4.195777,0
4,2014,1,54,blockwise-broken,1,18.038721,1
4,2014,1,55,classic-broken,1,6.230187,0
4,2014,1,56,diagonal-broken,1,3.822534,0
4,2014,1,57,mirror,1,4.202201,0
4,2014,1,58,blockwise-broken,1,6.111309,0
4,2014,1,59,classic-broken,1,4.934772,0
4,2014,1,60,blockwise-broken,1,12.485026,1
4,2014,1,61,rotational-broken,1,4.339337,0
4,2014,1,62,blockwise-broken,1,19.130793,1
4,2014,1,63,blockwise,1,9.349441,1
4,2014,1,64,classic-broken,1,17.766819,1
4,2014,1,65,none,1,13.365324,1
4,2014,1,66,none,1,13.999658,1
4,2014,1,67,classic-broken,1,13.440322,1
4,2014,1,68,classic-broken,1,17.884558,1
4,2014,1,69,blockwise-broken,1,4.790704,0
4,2014,1,70,none,1,3.982899,0
4,2014,1,71,blockwise-broken,1,9.629125,1
4,2014,1,72,classic-broken,1,11.278244,1
4,2014,1,73,none,2,19.584315,1
4,2014,1,74,rotational-broken,3,17.152619,1
4,2014,1,75,classic-broken,1,14.108189,1
4,2014,1,76,blockwise-broken,1,3.687150,0
4,2014,1,77,classic-broken,1,5.475021,0
4,2014,1,78,classic-broken,1,4.928945,0
4,2014,1,79,mirror,2,21.087700,1
4,2014,1,80,diagonal-broken,1,13.244048,1
4,2014,1,81,none,1,15.543664,1
4,2014,1,82,blockwise-broken,1,9.241293,1
4,2014,1,83,diagonal-broken,1,4.428115,0
4,2014,1,84,blockwise-broken,1,3.445251,0
4,2014,1,85,mirror-broken,1,5.241689,0
4,2014,1,86,classic-broken,1,13.484926,1
4,2014,1,87,rotational-broken,1,11.253918,1
4,2014,1,88,rotational-broken,1,4.275799,0
4,2014,1,89,classic-broken,1,49.117146,1
4,2014,1,90,classic-broken,1,5.056327,0
4,2014,1,91,none,1,3.214014,0
4,2014,1,92,blockwise,1,3.688209,0
4,2014,1,93,blockwise-broken,2,7.268998,0
4,2014,1,94,diagonal-broken,1,7.213038,0
4,2014,1,95,diagonal-broken,1,8.169342,1
