Stream,Year,Month,Counter,Symmetry,#Solutions,Minutes,Difficulty
2,2014,4,77,blockwise,2,5.310665,0
2,2014,4,78,classic-broken,1,10.726389,1
2,2014,4,79,classic-broken,1,5.318810,0
2,2014,4,80,none,1,16.501287,1
2,2014,4,81,double mirror,1,2.910616,0
2,2014,4,82,none,1,4.613000,0
2,2014,4,83,blockwise-broken,1,24.559948,1
2,2014,4,84,diagonal-broken,1,7.731815,0
2,2014,4,85,mirror-broken,1,12.071185,1
2,2014,4,86,none,1,5.186361,0
2,2014,4,87,diagonal-broken,1,5.641585,0
2,2014,4,88,none,1,15.618120,1
2,2014,4,89,classic-broken,2,13.861530,1
2,2014,4,90,none,3,27.716430,1
2,2014,4,91,blockwise-broken,1,3.617497,0
2,2014,4,92,classic-broken,1,10.115363,1
2,2014,4,93,diagonal-broken,1,5.936108,0
2,2014,4,94,classic-broken,1,11.199746,1
2,2014,4,95,mirror-broken,1,12.782162,1
2,2014,4,96,mirror-broken,1,5.428035,0
2,2014,4,97,rotational-broken,1,7.900895,1
2,2014,4,98,blockwise-broken,1,3.963236,0
2,2014,4,99,mirror-broken,1,4.313410,0
2,2014,4,100,double mirror-broken,1,11.941828,1
2,2014,5,1,none,1,3.230028,0
2,2014,5,2,classic-broken,1,3.343581,0
2,2014,5,3,none,1,5.380367,0
2,2014,5,4,rotational-broken,1,14.282450,1
2,2014,5,5,mirror-broken,1,19.841468,1
2,2014,5,6,double mirror,1,2.701744,0
2,2014,5,7,blockwise-broken,1,10.344164,1
2,2014,5,8,none,1,16.408429,1
2,2014,5,9,mirror-broken,1,3.415047,0
2,2014,5,10,classic-broken,1,10.170617,1
2,2014,5,11,classic-broken,1,5.382016,0
2,2014,5,12,classic-broken,1,4.646049,0
2,2014,5,13,mirror-broken,1,15.454656,1
2,2014,5,14,diagonal-broken,1,12.147909,1
2,2014,5,15,diagonal,1,3.605062,0
2,2014,5,16,diagonal-broken,1,4.454613,0
2,2014,5,17,rotational,1,1.686774,0
2,2014,5,18,diagonal-broken,1,6.605646,0
2,2014,5,19,none,1,4.775812,0
2,2014,5,20,blockwise-broken,1,5.193109,0
2,2014,5,21,classic-broken,1,6.897288,0
2,2014,5,22,blockwise-broken,1,8.824007,1
2,2014,5,23,none,1,15.482404,1
2,2014,5,24,mirror-broken,1,16.581247,1
2,2014,5,25,diagonal-broken,1,10.496447,1
2,2014,5,26,classic-broken,1,7.638239,0
2,2014,5,27,diagonal-broken,1,5.708587,0
2,2014,5,28,rotational-broken,1,17.242405,1
2,2014,5,29,diagonal-broken,1,6.349543,0
2,2014,5,30,double mirror-broken,1,5.850365,0
2,2014,5,31,rotational-broken,1,11.667710,1
2,2014,5,32,rotational-broken,1,8.927000,1
2,2014,5,33,mirror-broken,1,11.949721,1
2,2014,5,34,mirror-broken,1,4.735514,0
2,2014,5,35,classic-broken,1,12.402511,1
2,2014,5,36,none,1,3.900231,0
2,2014,5,37,diagonal-broken,1,6.531442,0
2,2014,5,38,blockwise-broken,1,15.842915,1
2,2014,5,39,blockwise-broken,1,4.400667,0
2,2014,5,40,rotational,1,2.693942,0
2,2014,5,41,none,1,4.912805,0
2,2014,5,42,diagonal-broken,3,10.975356,1
2,2014,5,43,classic-broken,1,15.436841,1
2,2014,5,44,classic-broken,1,21.868860,1
2,2014,5,45,diagonal-broken,1,12.526081,1
2,2014,5,46,classic-broken,1,3.908243,0
2,2014,5,47,diagonal-broken,1,4.279757,0
2,2014,5,48,classic-broken,1,5.961350,0
2,2014,5,49,rotational-broken,1,14.655608,1
2,2014,5,50,classic-broken,1,7.516386,0
2,2014,5,51,none,1,4.777747,0
2,2014,5,52,blockwise-broken,1,3.974505,0
2,2014,5,53,blockwise-broken,1,13.820245,1
2,2014,5,54,diagonal-broken,1,6.220838,0
2,2014,5,55,none,1,10.735797,1
2,2014,5,56,blockwise-broken,1,25.090944,1
2,2014,5,57,double mirror-broken,1,2.472449,0
2,2014,5,58,none,1,29.945410,1
2,2014,5,59,none,1,25.302810,1
2,2014,5,60,rotational-broken,1,19.125401,1
2,2014,5,61,mirror-broken,2,11.715027,1
2,2014,5,62,rotational-broken,1,16.432487,1
2,2014,5,63,mirror-broken,1,19.390763,1
2,2014,5,64,none,1,10.632560,1
2,2014,5,65,none,1,9.613940,1
2,2014,5,66,mirror-broken,1,6.188035,0
2,2014,5,67,classic-broken,1,17.574220,1
2,2014,5,68,classic-broken,1,7.481757,0
2,2014,5,69,double mirror-broken,1,18.987762,1
2,2014,5,70,classic-broken,1,14.858616,1
2,2014,5,71,classic,1,2.708132,0
2,2014,5,72,none,1,18.347985,1
2,2014,5,73,rotational-broken,1,14.420256,1
2,2014,5,74,rotational-broken,1,4.341921,0
2,2014,5,75,rotational-broken,1,4.102909,0
2,2014,5,76,blockwise-broken,1,3.782269,0
2,2014,5,77,blockwise-broken,2,7.129179,0
2,2014,5,78,diagonal,1,12.180779,1
2,2014,5,79,classic-broken,1,15.263903,1
2,2014,5,80,diagonal,1,3.455522,0
2,2014,5,81,mirror-broken,1,26.490564,1
2,2014,5,82,none,1,5.370629,0
2,2014,5,83,none,1,5.451395,0
2,2014,5,84,classic-broken,1,3.835735,0
2,2014,5,85,diagonal-broken,1,6.294305,0
2,2014,5,86,mirror-broken,1,4.693726,0
2,2014,5,87,rotational,1,3.313217,0
2,2014,5,88,classic-broken,1,8.220730,0
2,2014,5,89,blockwise-broken,1,19.748338,1
2,2014,5,90,classic-broken,1,10.795425,1
2,2014,5,91,mirror-broken,1,19.284206,1
2,2014,5,92,diagonal-broken,1,12.595919,1
2,2014,5,93,none,1,7.794728,0
2,2014,5,94,classic-broken,3,9.405166,0
2,2014,5,95,double mirror-broken,1,10.220568,1
2,2014,5,96,diagonal-broken,1,12.959807,1
2,2014,5,97,mirror-broken,1,4.451179,0
2,2014,5,98,classic-broken,1,4.375116,0
2,2014,5,99,blockwise-broken,1,13.937385,1
2,2014,5,100,rotational,1,2.458606,0
2,2014,6,1,none,1,15.907218,1
2,2014,6,2,none,3,9.480463,0
2,2014,6,3,rotational-broken,1,6.056249,0
2,2014,6,4,none,1,3.841027,0
2,2014,6,5,double mirror-broken,1,4.572866,0
2,2014,6,6,classic-broken,1,6.518232,0
2,2014,6,7,none,1,6.136103,0
2,2014,6,8,mirror-broken,1,4.138007,0
2,2014,6,9,classic-broken,1,5.993934,0
2,2014,6,10,mirror-broken,1,3.754948,0
2,2014,6,11,rotational,1,2.333646,0
2,2014,6,12,classic-broken,1,4.809282,0
2,2014,6,13,diagonal-broken,1,3.586914,0
2,2014,6,14,classic-broken,1,3.666727,0
2,2014,6,15,mirror-broken,1,10.763857,1
2,2014,6,16,classic,1,4.032757,0
2,2014,6,17,rotational-broken,1,5.791087,0
2,2014,6,18,none,3,7.391950,0
2,2014,6,19,diagonal,1,11.611314,1
2,2014,6,20,classic-broken,1,5.175331,0
2,2014,6,21,blockwise-broken,1,3.673615,0
2,2014,6,22,mirror,1,4.774755,0
2,2014,6,23,mirror-broken,1,14.212248,1
2,2014,6,24,none,1,20.777885,1
2,2014,6,25,none,1,4.213002,0
2,2014,6,26,diagonal-broken,1,8.937472,1
2,2014,6,27,diagonal-broken,3,9.404713,0
2,2014,6,28,rotational-broken,1,4.066493,0
2,2014,6,29,double mirror-broken,1,5.042533,0
2,2014,6,30,rotational-broken,1,5.315816,0
2,2014,6,31,diagonal-broken,1,4.214391,0
2,2014,6,32,rotational-broken,1,4.224499,0
2,2014,6,33,mirror-broken,1,15.182937,1
2,2014,6,34,none,1,4.705185,0
2,2014,6,35,none,1,12.300593,1
2,2014,6,36,classic,1,2.359198,0
2,2014,6,37,classic-broken,1,4.796583,0
2,2014,6,38,classic-broken,1,10.562604,1
2,2014,6,39,classic-broken,1,3.447169,0
2,2014,6,40,mirror-broken,1,6.773435,0
2,2014,6,41,classic-broken,1,10.040008,1
2,2014,6,42,mirror-broken,1,5.475852,0
2,2014,6,43,blockwise-broken,1,16.437104,1
2,2014,6,44,rotational-broken,1,3.976871,0
2,2014,6,45,diagonal-broken,1,10.566862,1
2,2014,6,46,none,1,5.824366,0
2,2014,6,47,mirror-broken,1,6.031710,0
2,2014,6,48,rotational-broken,1,5.552649,0
2,2014,6,49,none,3,12.758068,1
2,2014,6,50,none,1,9.997617,1
2,2014,6,51,double mirror,1,3.289340,0
2,2014,6,52,blockwise-broken,1,4.756035,0
2,2014,6,53,blockwise-broken,2,14.509164,1
2,2014,6,54,mirror-broken,3,8.215027,0
2,2014,6,55,blockwise,1,3.938006,0
2,2014,6,56,blockwise-broken,1,16.933298,1
2,2014,6,57,diagonal-broken,1,14.454544,1
2,2014,6,58,mirror-broken,1,9.358531,1
2,2014,6,59,rotational,1,4.788496,0
2,2014,6,60,classic-broken,1,3.541276,0
2,2014,6,61,mirror-broken,1,4.290503,0
2,2014,6,62,classic-broken,1,10.555986,1
2,2014,6,63,mirror,2,5.896926,0
2,2014,6,64,blockwise-broken,1,18.195114,1
2,2014,6,65,rotational-broken,1,30.838554,1
2,2014,6,66,classic-broken,3,6.895845,0
2,2014,6,67,diagonal-broken,1,14.734881,1
2,2014,6,68,classic-broken,1,19.932872,1
2,2014,6,69,classic-broken,1,8.975465,0
2,2014,6,70,blockwise-broken,1,15.953484,1
2,2014,6,71,classic-broken,1,3.979354,0
2,2014,6,72,none,1,12.868436,1
2,2014,6,73,none,1,5.117447,0
2,2014,6,74,none,1,23.491532,1
2,2014,6,75,mirror-broken,1,14.228870,1
2,2014,6,76,mirror-broken,1,6.227298,0
2,2014,6,77,blockwise-broken,2,11.660830,1
2,2014,6,78,diagonal-broken,1,7.115073,0
2,2014,6,79,rotational-broken,1,25.776814,1
2,2014,6,80,rotational-broken,1,5.780526,0
2,2014,6,81,classic-broken,1,4.908095,0
2,2014,6,82,blockwise-broken,1,9.893307,1
2,2014,6,83,classic-broken,1,5.509975,0
2,2014,6,84,mirror-broken,1,3.886958,0
2,2014,6,85,blockwise-broken,1,4.608799,0
2,2014,6,86,blockwise-broken,1,28.195444,1
2,2014,6,87,none,1,19.295377,1
2,2014,6,88,double mirror-broken,1,5.513239,0
2,2014,6,89,blockwise-broken,1,4.672577,0
2,2014,6,90,none,1,4.334417,0
2,2014,6,91,mirror-broken,1,4.661678,0
2,2014,6,92,mirror-broken,1,4.956672,0
2,2014,6,93,blockwise-broken,1,5.322805,0
2,2014,6,94,classic-broken,1,7.750116,0
2,2014,6,95,diagonal-broken,1,3.646932,0
2,2014,6,96,classic-broken,1,4.892276,0
2,2014,6,97,none,1,4.583455,0
2,2014,6,98,diagonal-broken,1,43.451182,1
2,2014,6,99,none,1,5.391382,0
2,2014,6,100,none,1,3.907909,0
2,2014,7,1,diagonal-broken,1,9.574697,1
2,2014,7,2,none,1,5.759326,0
2,2014,7,3,mirror-broken,1,4.508220,0
2,2014,7,4,rotational-broken,1,6.016490,0
2,2014,7,5,blockwise-broken,1,15.198285,1
2,2014,7,6,classic-broken,1,7.015163,0
2,2014,7,7,double mirror-broken,1,24.183349,1
2,2014,7,8,mirror,1,2.540910,0
2,2014,7,9,rotational-broken,1,4.985826,0
2,2014,7,10,classic-broken,1,4.641438,0
2,2014,7,11,diagonal-broken,1,5.427937,0
2,2014,7,12,mirror-broken,1,17.225935,1
2,2014,7,13,none,1,6.175886,0
2,2014,7,14,diagonal-broken,1,4.140526,0
2,2014,7,15,none,1,12.857733,1
2,2014,7,16,mirror-broken,1,4.141186,0
2,2014,7,17,mirror-broken,1,4.500637,0
2,2014,7,18,diagonal-broken,1,3.878314,0
2,2014,7,19,diagonal-broken,1,5.087967,0
2,2014,7,20,rotational-broken,1,9.645803,0
2,2014,7,21,none,1,5.126397,0
2,2014,7,22,blockwise-broken,2,20.401566,1
2,2014,7,23,none,1,5.114972,0
2,2014,7,24,rotational-broken,1,13.697467,1
2,2014,7,25,none,2,8.010506,0
2,2014,7,26,classic-broken,1,14.086979,1
2,2014,7,27,mirror-broken,1,5.389698,0
2,2014,7,28,diagonal-broken,1,5.561079,0
2,2014,7,29,classic-broken,3,7.302476,0
2,2014,7,30,blockwise-broken,1,5.137392,0
2,2014,7,31,classic-broken,1,40.074290,1
2,2014,7,32,classic-broken,1,12.877799,1
2,2014,7,33,none,2,9.909955,1
2,2014,7,34,rotational-broken,1,27.683586,1
2,2014,7,35,classic-broken,1,47.164704,1
2,2014,7,36,blockwise-broken,1,8.379409,1
2,2014,7,37,diagonal-broken,1,28.411440,1
2,2014,7,38,none,1,4.006194,0
2,2014,7,39,none,1,9.701667,1
2,2014,7,40,double mirror-broken,1,16.471943,1
2,2014,7,41,blockwise-broken,1,3.768506,0
2,2014,7,42,classic-broken,1,4.925863,0
2,2014,7,43,classic-broken,2,6.735769,0
2,2014,7,44,blockwise-broken,2,6.666074,0
2,2014,7,45,classic-broken,1,4.226321,0
2,2014,7,46,rotational-broken,1,6.528920,0
2,2014,7,47,blockwise-broken,1,4.202297,0
2,2014,7,48,classic-broken,1,14.339451,1
2,2014,7,49,rotational-broken,1,3.900655,0
2,2014,7,50,blockwise-broken,1,4.573825,0
2,2014,7,51,classic-broken,1,13.467398,1
2,2014,7,52,classic-broken,1,4.875763,0
2,2014,7,53,classic-broken,1,18.354578,1
2,2014,7,54,rotational-broken,2,6.540618,0
2,2014,7,55,mirror-broken,2,38.239911,1
2,2014,7,56,mirror-broken,1,9.981605,1
2,2014,7,57,blockwise-broken,1,16.301674,1
2,2014,7,58,mirror-broken,1,4.182678,0
2,2014,7,59,blockwise,1,2.441010,0
2,2014,7,60,mirror-broken,2,7.679672,0
2,2014,7,61,none,1,4.048464,0
2,2014,7,62,rotational-broken,1,4.205364,0
2,2014,7,63,classic-broken,1,14.629474,1
2,2014,7,64,rotational-broken,1,7.633333,0
2,2014,7,65,blockwise-broken,3,10.983835,0
2,2014,7,66,diagonal-broken,1,34.378810,1
2,2014,7,67,blockwise-broken,1,5.628462,0
2,2014,7,68,mirror-broken,1,5.148672,0
2,2014,7,69,rotational-broken,1,14.045505,1
2,2014,7,70,mirror,1,3.087330,0
2,2014,7,71,mirror-broken,3,9.022020,0
2,2014,7,72,blockwise-broken,1,8.411331,1
2,2014,7,73,diagonal-broken,1,5.174092,0
2,2014,7,74,rotational,1,4.619096,0
2,2014,7,75,none,1,26.302975,1
2,2014,7,76,mirror-broken,1,4.331320,0
2,2014,7,77,none,1,11.239119,1
2,2014,7,78,none,1,12.602214,1
2,2014,7,79,none,1,13.296040,1
2,2014,7,80,classic-broken,1,11.336211,1
2,2014,7,81,classic-broken,1,5.121365,0
2,2014,7,82,classic-broken,1,4.321348,0
2,2014,7,83,rotational-broken,1,8.765180,0
2,2014,7,84,blockwise-broken,1,58.145103,1
2,2014,7,85,blockwise-broken,1,27.053023,1
2,2014,7,86,mirror-broken,1,5.477087,0
2,2014,7,87,mirror-broken,1,3.880423,0
2,2014,7,88,classic-broken,1,5.609363,0
2,2014,7,89,classic-broken,1,9.937509,1
2,2014,7,90,mirror-broken,1,20.096828,1
2,2014,7,91,none,1,11.449898,1
2,2014,7,92,mirror-broken,1,6.143065,0
2,2014,7,93,classic-broken,1,6.367912,0
2,2014,7,94,blockwise-broken,1,14.473876,1
2,2014,7,95,mirror-broken,1,5.485190,0
2,2014,7,96,rotational-broken,1,19.130365,1
2,2014,7,97,none,1,12.247031,1
2,2014,7,98,mirror-broken,1,20.758179,1
2,2014,7,99,rotational,1,2.297572,0
2,2014,7,100,classic-broken,1,4.059006,0
2,2014,8,1,mirror-broken,1,13.033374,1
2,2014,8,2,mirror,1,10.932560,1
2,2014,8,3,double mirror,1,4.526179,0
2,2014,8,4,none,1,7.875930,1
2,2014,8,5,blockwise-broken,3,10.334166,0
2,2014,8,6,classic-broken,1,20.259389,1
2,2014,8,7,none,1,10.634011,1
2,2014,8,8,classic-broken,1,3.908734,0
2,2014,8,9,none,1,3.280967,0
2,2014,8,10,mirror,1,4.154522,0
2,2014,8,11,mirror-broken,1,3.837440,0
2,2014,8,12,blockwise-broken,1,9.910512,1
2,2014,8,13,blockwise-broken,1,4.277259,0
2,2014,8,14,mirror-broken,1,3.955154,0
2,2014,8,15,classic-broken,1,18.340936,1
2,2014,8,16,diagonal-broken,1,4.390226,0
2,2014,8,17,none,1,6.028899,0
2,2014,8,18,double mirror-broken,1,5.129657,0
2,2014,8,19,mirror-broken,1,23.747484,1
2,2014,8,20,blockwise-broken,1,11.124435,1
2,2014,8,21,blockwise-broken,1,4.056751,0
2,2014,8,22,classic-broken,1,4.853064,0
2,2014,8,23,none,1,4.900805,0
2,2014,8,24,classic-broken,1,26.083850,1
2,2014,8,25,blockwise-broken,1,11.560434,1
2,2014,8,26,rotational-broken,1,3.806678,0
2,2014,8,27,none,1,10.661035,1
2,2014,8,28,diagonal-broken,1,14.808187,1
2,2014,8,29,diagonal-broken,1,9.539788,1
2,2014,8,30,none,1,4.852376,0
2,2014,8,31,blockwise-broken,1,3.624973,0
2,2014,8,32,rotational-broken,1,4.227046,0
2,2014,8,33,mirror-broken,1,4.054093,0
2,2014,8,34,rotational-broken,1,13.763146,1
2,2014,8,35,mirror,1,4.533706,0
2,2014,8,36,rotational-broken,1,11.513553,1
2,2014,8,37,mirror,1,1.752766,0
2,2014,8,38,mirror-broken,3,11.053814,0
2,2014,8,39,classic-broken,1,13.194498,1
2,2014,8,40,diagonal-broken,1,4.712299,0
2,2014,8,41,mirror-broken,1,16.878939,1
2,2014,8,42,classic-broken,1,18.542011,1
2,2014,8,43,classic-broken,1,12.383948,1
2,2014,8,44,classic-broken,1,4.527303,0
2,2014,8,45,mirror-broken,1,4.752951,0
2,2014,8,46,blockwise-broken,1,13.190272,1
2,2014,8,47,rotational-broken,1,6.757110,1
2,2014,8,48,classic-broken,1,12.107398,1
2,2014,8,49,blockwise-broken,1,12.826274,1
2,2014,8,50,diagonal-broken,1,5.123543,0
2,2014,8,51,none,1,4.210701,0
2,2014,8,52,classic-broken,1,16.047071,1
2,2014,8,53,classic-broken,1,4.610614,0
2,2014,8,54,diagonal-broken,3,7.364585,0
2,2014,8,55,blockwise-broken,1,4.365106,0
2,2014,8,56,classic-broken,1,5.327291,0
2,2014,8,57,classic-broken,2,7.457523,0
2,2014,8,58,none,1,6.716149,0
2,2014,8,59,none,1,6.345071,0
2,2014,8,60,mirror-broken,1,7.270295,0
2,2014,8,61,mirror-broken,1,19.724952,1
2,2014,8,62,classic-broken,1,9.532561,1
2,2014,8,63,classic-broken,1,19.535864,1
2,2014,8,64,classic-broken,1,17.725372,1
2,2014,8,65,mirror-broken,1,4.598726,0
2,2014,8,66,none,1,2.940766,0
2,2014,8,67,rotational-broken,1,6.042213,0
2,2014,8,68,classic-broken,1,5.752269,0
2,2014,8,69,diagonal-broken,1,6.544403,0
2,2014,8,70,none,1,4.908921,0
2,2014,8,71,mirror-broken,1,3.904723,0
2,2014,8,72,diagonal-broken,1,5.115667,0
2,2014,8,73,diagonal-broken,2,11.569218,1
2,2014,8,74,diagonal-broken,1,4.539529,0
2,2014,8,75,mirror-broken,1,5.794500,0
2,2014,8,76,mirror-broken,1,4.141322,0
2,2014,8,77,rotational-broken,1,3.621939,0
2,2014,8,78,double mirror-broken,1,21.155229,1
2,2014,8,79,classic-broken,1,11.216830,1
2,2014,8,80,none,1,25.993065,1
2,2014,8,81,blockwise-broken,1,23.377538,1
2,2014,8,82,double mirror-broken,1,19.139942,1
2,2014,8,83,mirror-broken,1,4.154289,0
2,2014,8,84,mirror-broken,1,13.575852,1
2,2014,8,85,none,1,5.339056,0
2,2014,8,86,mirror-broken,1,34.425054,1
2,2014,8,87,double mirror-broken,1,4.346127,0
2,2014,8,88,none,1,65.484086,1
2,2014,8,89,diagonal-broken,1,3.746992,0
2,2014,8,90,classic-broken,1,4.605219,0
2,2014,8,91,mirror-broken,1,17.168285,1
2,2014,8,92,diagonal-broken,1,18.606590,1
2,2014,8,93,diagonal-broken,1,6.128753,0
2,2014,8,94,diagonal-broken,1,2.558909,0
2,2014,8,95,rotational-broken,1,6.348996,0
2,2014,8,96,mirror-broken,1,4.456670,0
2,2014,8,97,classic-broken,1,14.131928,1
2,2014,8,98,mirror-broken,1,10.743328,1
2,2014,8,99,classic-broken,1,13.599686,1
2,2014,8,100,diagonal-broken,2,8.916933,0
2,2014,9,1,mirror-broken,1,10.295716,1
2,2014,9,2,classic-broken,1,10.896287,1
2,2014,9,3,rotational-broken,1,4.092568,0
2,2014,9,4,mirror-broken,1,5.829666,0
2,2014,9,5,double mirror-broken,2,16.381436,1
2,2014,9,6,mirror-broken,1,4.065861,0
2,2014,9,7,mirror-broken,1,9.049041,1
2,2014,9,8,classic-broken,1,8.538931,1
2,2014,9,9,classic-broken,1,4.409521,0
2,2014,9,10,mirror-broken,3,6.577562,0
2,2014,9,11,mirror-broken,1,13.637198,1
2,2014,9,12,mirror-broken,1,4.695685,0
2,2014,9,13,none,2,5.630393,0
2,2014,9,14,rotational-broken,1,21.441270,1
2,2014,9,15,mirror-broken,1,5.043162,0
2,2014,9,16,none,1,4.888276,0
2,2014,9,17,mirror-broken,1,4.911734,0
2,2014,9,18,none,1,5.154019,0
2,2014,9,19,classic-broken,1,18.167651,1
2,2014,9,20,classic-broken,1,9.005177,1
2,2014,9,21,mirror-broken,1,11.335987,1
2,2014,9,22,none,1,4.781288,0
2,2014,9,23,mirror-broken,3,8.667505,0
2,2014,9,24,none,1,4.202661,0
2,2014,9,25,none,3,11.568863,0
2,2014,9,26,classic-broken,1,3.808801,0
2,2014,9,27,classic-broken,1,12.142833,1
2,2014,9,28,blockwise-broken,1,4.765351,0
2,2014,9,29,diagonal-broken,2,19.192993,1
2,2014,9,30,classic-broken,1,4.774975,0
2,2014,9,31,double mirror-broken,1,5.135456,0
2,2014,9,32,classic-broken,1,6.961197,0
2,2014,9,33,blockwise-broken,1,160.607806,1
2,2014,9,34,none,1,4.962882,0
2,2014,9,35,none,1,44.434045,1
2,2014,9,36,none,1,5.235064,0
2,2014,9,37,rotational-broken,1,8.528565,1
2,2014,9,38,classic-broken,1,5.985297,0
2,2014,9,39,none,1,3.583785,0
2,2014,9,40,classic-broken,1,66.773896,1
2,2014,9,41,classic-broken,1,4.182361,0
2,2014,9,42,diagonal-broken,1,15.910787,1
2,2014,9,43,none,1,3.278413,0
2,2014,9,44,diagonal-broken,1,8.369457,0
2,2014,9,45,diagonal-broken,1,3.814267,0
2,2014,9,46,mirror-broken,1,7.768049,0
2,2014,9,47,none,1,14.888846,1
2,2014,9,48,mirror-broken,2,7.831931,0
2,2014,9,49,none,1,15.017986,1
2,2014,9,50,rotational-broken,1,20.230666,1
2,2014,9,51,none,1,5.249960,0
2,2014,9,52,classic-broken,1,9.530541,0
2,2014,9,53,diagonal,2,9.385396,0
2,2014,9,54,none,1,4.673639,0
2,2014,9,55,classic-broken,1,13.694559,1
2,2014,9,56,classic-broken,1,13.655663,1
2,2014,9,57,double mirror,1,3.380452,0
2,2014,9,58,mirror-broken,1,4.637230,0
2,2014,9,59,blockwise-broken,1,5.611123,0
2,2014,9,60,classic-broken,1,11.058037,1
2,2014,9,61,blockwise-broken,1,14.825325,1
2,2014,9,62,none,1,5.187400,0
2,2014,9,63,mirror-broken,1,13.922014,1
2,2014,9,64,diagonal-broken,1,12.738938,1
2,2014,9,65,classic-broken,1,4.917839,0
2,2014,9,66,rotational-broken,2,6.564007,0
2,2014,9,67,blockwise-broken,1,6.193392,0
2,2014,9,68,diagonal-broken,1,4.421730,0
2,2014,9,69,diagonal-broken,1,23.506927,1
2,2014,9,70,mirror-broken,1,8.852538,0
2,2014,9,71,rotational-broken,2,8.518915,0
2,2014,9,72,none,1,10.731082,1
2,2014,9,73,mirror-broken,1,9.277146,1
2,2014,9,74,mirror,1,3.896124,0
2,2014,9,75,blockwise-broken,1,7.050574,1
2,2014,9,76,diagonal-broken,1,14.777416,1
2,2014,9,77,classic-broken,1,5.917137,0
2,2014,9,78,rotational-broken,1,14.900282,1
2,2014,9,79,blockwise-broken,1,20.756391,1
2,2014,9,80,mirror-broken,1,13.827075,1
2,2014,9,81,blockwise-broken,1,2.914172,0
2,2014,9,82,blockwise-broken,1,3.811481,0
2,2014,9,83,classic,1,3.949265,0
2,2014,9,84,blockwise-broken,1,4.103576,0
2,2014,9,85,classic-broken,1,3.004923,0
2,2014,9,86,blockwise-broken,1,17.068292,1
2,2014,9,87,double mirror-broken,1,4.563600,0
2,2014,9,88,classic,1,10.916993,1
2,2014,9,89,classic-broken,1,3.705172,0
2,2014,9,90,mirror,1,2.295193,0
2,2014,9,91,classic-broken,3,13.108338,1
2,2014,9,92,none,1,22.864060,1
2,2014,9,93,none,1,4.494421,0
2,2014,9,94,diagonal-broken,1,5.321304,0
2,2014,9,95,double mirror-broken,1,11.071804,1
2,2014,9,96,classic,3,11.795429,1
2,2014,9,97,mirror-broken,1,15.538664,1
2,2014,9,98,diagonal-broken,1,11.742771,1
2,2014,9,99,blockwise,1,4.001766,0
2,2014,9,100,none,1,13.357897,1
2,2014,10,1,blockwise-broken,3,6.997271,0
2,2014,10,2,blockwise-broken,1,11.689893,1
2,2014,10,3,classic-broken,1,7.119094,0
2,2014,10,4,classic-broken,1,5.037071,0
2,2014,10,5,mirror-broken,1,4.957658,0
2,2014,10,6,none,2,12.290019,1
2,2014,10,7,mirror-broken,2,11.983718,1
2,2014,10,8,blockwise-broken,1,4.933466,0
2,2014,10,9,blockwise-broken,1,6.041485,0
2,2014,10,10,mirror-broken,1,16.672949,1
2,2014,10,11,mirror-broken,1,25.300063,1
2,2014,10,12,classic-broken,1,14.196135,1
2,2014,10,13,double mirror-broken,1,4.396258,0
2,2014,10,14,diagonal-broken,1,13.726993,1
2,2014,10,15,diagonal,1,3.536771,0
2,2014,10,16,classic-broken,1,3.334734,0
2,2014,10,17,classic,1,3.660345,0
2,2014,10,18,blockwise-broken,3,15.866924,1
2,2014,10,19,blockwise-broken,1,16.146871,1
2,2014,10,20,classic-broken,1,5.871085,0
2,2014,10,21,rotational-broken,1,4.683579,0
2,2014,10,22,mirror-broken,1,5.195353,0
2,2014,10,23,mirror,1,2.841829,0
2,2014,10,24,blockwise-broken,1,3.838398,0
2,2014,10,25,rotational-broken,1,3.550781,0
2,2014,10,26,none,1,21.052657,1
2,2014,10,27,none,1,17.588811,1
2,2014,10,28,blockwise-broken,1,9.506214,1
2,2014,10,29,classic-broken,1,5.467014,0
2,2014,10,30,classic-broken,1,21.890369,1
2,2014,10,31,mirror-broken,1,3.842836,0
2,2014,10,32,diagonal-broken,1,20.839932,1
2,2014,10,33,mirror-broken,1,21.171582,1
2,2014,10,34,blockwise-broken,1,29.145173,1
2,2014,10,35,rotational-broken,1,4.564471,0
2,2014,10,36,none,1,4.365749,0
2,2014,10,37,diagonal-broken,1,5.255414,0
2,2014,10,38,rotational-broken,1,5.920809,0
2,2014,10,39,mirror-broken,1,6.642756,0
2,2014,10,40,mirror-broken,1,4.079454,0
2,2014,10,41,classic-broken,1,3.285138,0
2,2014,10,42,mirror-broken,1,8.057910,0
2,2014,10,43,diagonal-broken,1,21.149724,1
2,2014,10,44,classic-broken,1,4.249639,0
2,2014,10,45,classic-broken,1,5.531598,0
2,2014,10,46,blockwise-broken,2,5.764609,0
2,2014,10,47,mirror-broken,1,5.444153,0
2,2014,10,48,rotational-broken,1,20.721762,1
2,2014,10,49,blockwise-broken,1,12.854747,1
2,2014,10,50,classic-broken,1,2.542042,0
2,2014,10,51,classic-broken,1,14.411886,1
2,2014,10,52,mirror-broken,1,16.113617,1
2,2014,10,53,diagonal-broken,1,5.945769,0
2,2014,10,54,mirror-broken,1,2.995946,0
2,2014,10,55,mirror-broken,1,5.746473,0
2,2014,10,56,none,1,9.184738,0
2,2014,10,57,diagonal-broken,1,9.544989,0
