Puzzle,#Runs,Fraction
1:1:2014-1:190,76,1.00756
1:1:2014-1:190,77,1.00846
1:1:2014-1:190,78,1.00583
1:1:2014-1:190,79,1.00507
1:1:2014-1:190,80,1.00623
1:1:2014-1:190,81,1.00765
1:1:2014-1:190,82,1.00666
1:1:2014-1:190,83,1.00563
1:1:2014-1:190,84,1.00366
1:1:2014-1:190,85,1.00269
1:1:2014-1:190,86,1.00120
1:1:2014-1:190,87,0.999168
1:1:2014-1:190,88,1.00146
1:1:2014-1:190,89,0.999428
1:1:2014-1:190,90,0.998050
1:1:2014-1:190,91,0.997201
1:1:2014-1:190,92,0.996972
1:1:2014-1:190,93,0.995582
1:1:2014-1:190,94,0.997325
1:1:2014-1:190,95,0.996703
1:1:2014-1:190,96,0.998758
1:1:2014-1:190,97,0.997821
1:1:2014-1:190,98,0.998244
1:1:2014-1:190,99,0.999233
1:1:2014-1:190,100,1.00000
1:1:2014-1:191,1,0.836694
1:1:2014-1:191,2,0.885073
1:1:2014-1:191,3,0.829217
1:1:2014-1:191,4,0.823207
1:1:2014-1:191,5,0.868876
1:1:2014-1:191,6,0.843648
1:1:2014-1:191,7,0.840318
1:1:2014-1:191,8,0.851408
1:1:2014-1:191,9,0.844255
1:1:2014-1:191,10,0.868774
1:1:2014-1:191,11,0.865750
1:1:2014-1:191,12,0.863854
1:1:2014-1:191,13,0.867715
1:1:2014-1:191,14,0.857398
1:1:2014-1:191,15,0.884283
1:1:2014-1:191,16,0.885143
1:1:2014-1:191,17,0.876381
1:1:2014-1:191,18,0.873709
1:1:2014-1:191,19,0.892308
1:1:2014-1:191,20,0.904263
1:1:2014-1:191,21,0.906557
1:1:2014-1:191,22,0.923567
1:1:2014-1:191,23,0.939087
1:1:2014-1:191,24,0.953461
1:1:2014-1:191,25,0.969679
1:1:2014-1:191,26,0.969027
1:1:2014-1:191,27,0.973865
1:1:2014-1:191,28,0.966962
1:1:2014-1:191,29,0.985217
1:1:2014-1:191,30,0.982215
1:1:2014-1:191,31,0.980265
1:1:2014-1:191,32,0.986158
1:1:2014-1:191,33,0.978017
1:1:2014-1:191,34,0.984856
1:1:2014-1:191,35,0.977217
1:1:2014-1:191,36,0.970522
1:1:2014-1:191,37,0.972980
1:1:2014-1:191,38,0.970127
1:1:2014-1:191,39,0.963649
1:1:2014-1:191,40,0.970430
1:1:2014-1:191,41,0.987728
1:1:2014-1:191,42,0.982797
1:1:2014-1:191,43,0.976848
1:1:2014-1:191,44,0.978376
1:1:2014-1:191,45,0.972994
1:1:2014-1:191,46,0.973140
1:1:2014-1:191,47,0.980222
1:1:2014-1:191,48,0.979251
1:1:2014-1:191,49,0.984551
1:1:2014-1:191,50,0.987730
1:1:2014-1:191,51,0.989222
1:1:2014-1:191,52,0.991692
1:1:2014-1:191,53,0.986698
1:1:2014-1:191,54,0.992895
1:1:2014-1:191,55,0.987613
1:1:2014-1:191,56,0.982959
1:1:2014-1:191,57,0.980157
1:1:2014-1:191,58,0.978501
1:1:2014-1:191,59,0.980419
1:1:2014-1:191,60,0.979580
1:1:2014-1:191,61,0.979436
1:1:2014-1:191,62,0.975364
1:1:2014-1:191,63,0.975581
1:1:2014-1:191,64,0.982785
1:1:2014-1:191,65,0.980036
1:1:2014-1:191,66,0.976059
1:1:2014-1:191,67,0.974271
1:1:2014-1:191,68,0.977370
1:1:2014-1:191,69,0.976022
1:1:2014-1:191,70,0.988672
1:1:2014-1:191,71,0.984706
1:1:2014-1:191,72,0.994871
1:1:2014-1:191,73,1.00076
1:1:2014-1:191,74,1.00350
1:1:2014-1:191,75,1.01064
1:1:2014-1:191,76,1.01947
1:1:2014-1:191,77,1.02169
1:1:2014-1:191,78,1.02327
1:1:2014-1:191,79,1.01927
1:1:2014-1:191,80,1.01554
1:1:2014-1:191,81,1.01479
1:1:2014-1:191,82,1.01326
1:1:2014-1:191,83,1.01788
1:1:2014-1:191,84,1.01692
1:1:2014-1:191,85,1.01654
1:1:2014-1:191,86,1.01460
1:1:2014-1:191,87,1.01124
1:1:2014-1:191,88,1.00904
1:1:2014-1:191,89,1.00598
1:1:2014-1:191,90,1.00437
1:1:2014-1:191,91,1.00111
1:1:2014-1:191,92,1.00263
1:1:2014-1:191,93,1.00053
1:1:2014-1:191,94,0.997404
1:1:2014-1:191,95,0.996685
1:1:2014-1:191,96,0.995677
1:1:2014-1:191,97,0.998238
1:1:2014-1:191,98,1.00044
1:1:2014-1:191,99,0.999662
1:1:2014-1:191,100,1.00000
1:1:2014-1:194,1,1.16954
1:1:2014-1:194,2,1.19927
1:1:2014-1:194,3,1.05934
1:1:2014-1:194,4,0.949213
1:1:2014-1:194,5,0.922364
1:1:2014-1:194,6,1.00489
1:1:2014-1:194,7,1.04965
1:1:2014-1:194,8,1.09847
1:1:2014-1:194,9,1.13707
1:1:2014-1:194,10,1.18375
1:1:2014-1:194,11,1.20249
1:1:2014-1:194,12,1.15358
1:1:2014-1:194,13,1.21412
1:1:2014-1:194,14,1.19532
1:1:2014-1:194,15,1.18416
1:1:2014-1:194,16,1.18237
1:1:2014-1:194,17,1.16280
1:1:2014-1:194,18,1.16489
1:1:2014-1:194,19,1.13901
1:1:2014-1:194,20,1.11713
1:1:2014-1:194,21,1.11786
1:1:2014-1:194,22,1.11411
1:1:2014-1:194,23,1.09623
1:1:2014-1:194,24,1.08893
1:1:2014-1:194,25,1.07030
1:1:2014-1:194,26,1.06434
1:1:2014-1:194,27,1.05467
1:1:2014-1:194,28,1.07407
1:1:2014-1:194,29,1.08391
1:1:2014-1:194,30,1.10449
1:1:2014-1:194,31,1.08859
1:1:2014-1:194,32,1.08011
1:1:2014-1:194,33,1.08253
1:1:2014-1:194,34,1.08732
1:1:2014-1:194,35,1.09979
1:1:2014-1:194,36,1.09157
1:1:2014-1:194,37,1.10933
1:1:2014-1:194,38,1.10101
1:1:2014-1:194,39,1.09183
1:1:2014-1:194,40,1.08000
1:1:2014-1:194,41,1.07405
1:1:2014-1:194,42,1.06315
1:1:2014-1:194,43,1.08114
1:1:2014-1:194,44,1.08194
1:1:2014-1:194,45,1.07155
1:1:2014-1:194,46,1.07970
1:1:2014-1:194,47,1.07653
1:1:2014-1:194,48,1.07806
1:1:2014-1:194,49,1.07355
1:1:2014-1:194,50,1.06455
1:1:2014-1:194,51,1.05980
1:1:2014-1:194,52,1.07203
1:1:2014-1:194,53,1.06740
1:1:2014-1:194,54,1.06984
1:1:2014-1:194,55,1.06310
1:1:2014-1:194,56,1.05811
1:1:2014-1:194,57,1.05574
1:1:2014-1:194,58,1.05625
1:1:2014-1:194,59,1.05726
1:1:2014-1:194,60,1.06675
1:1:2014-1:194,61,1.06376
1:1:2014-1:194,62,1.07004
1:1:2014-1:194,63,1.07167
1:1:2014-1:194,64,1.07083
1:1:2014-1:194,65,1.06383
1:1:2014-1:194,66,1.07226
1:1:2014-1:194,67,1.06660
1:1:2014-1:194,68,1.06131
1:1:2014-1:194,69,1.05855
1:1:2014-1:194,70,1.05637
1:1:2014-1:194,71,1.05289
1:1:2014-1:194,72,1.05470
1:1:2014-1:194,73,1.04870
1:1:2014-1:194,74,1.04842
1:1:2014-1:194,75,1.04371
1:1:2014-1:194,76,1.04199
1:1:2014-1:194,77,1.03919
1:1:2014-1:194,78,1.03470
1:1:2014-1:194,79,1.03121
1:1:2014-1:194,80,1.02721
1:1:2014-1:194,81,1.02208
1:1:2014-1:194,82,1.02044
1:1:2014-1:194,83,1.01884
1:1:2014-1:194,84,1.02187
1:1:2014-1:194,85,1.02092
1:1:2014-1:194,86,1.02310
1:1:2014-1:194,87,1.01992
1:1:2014-1:194,88,1.01636
1:1:2014-1:194,89,1.01735
1:1:2014-1:194,90,1.01287
1:1:2014-1:194,91,1.01439
1:1:2014-1:194,92,1.01203
1:1:2014-1:194,93,1.00954
1:1:2014-1:194,94,1.00706
1:1:2014-1:194,95,1.00364
1:1:2014-1:194,96,1.00029
1:1:2014-1:194,97,1.00763
1:1:2014-1:194,98,1.00526
1:1:2014-1:194,99,1.00185
1:1:2014-1:194,100,1.00000
1:1:2014-1:196,1,1.60965
1:1:2014-1:196,2,1.23551
1:1:2014-1:196,3,1.10037
1:1:2014-1:196,4,1.03280
1:1:2014-1:196,5,0.994242
1:1:2014-1:196,6,1.01737
1:1:2014-1:196,7,1.00332
1:1:2014-1:196,8,0.982074
1:1:2014-1:196,9,0.972188
1:1:2014-1:196,10,0.966906
1:1:2014-1:196,11,0.980165
1:1:2014-1:196,12,0.967659
1:1:2014-1:196,13,0.972051
1:1:2014-1:196,14,1.00002
1:1:2014-1:196,15,0.992550
1:1:2014-1:196,16,0.982339
1:1:2014-1:196,17,0.981461
1:1:2014-1:196,18,0.977629
1:1:2014-1:196,19,0.969734
1:1:2014-1:196,20,0.964020
1:1:2014-1:196,21,0.964520
1:1:2014-1:196,22,0.958297
1:1:2014-1:196,23,0.954822
1:1:2014-1:196,24,0.960804
1:1:2014-1:196,25,0.967916
1:1:2014-1:196,26,0.974669
1:1:2014-1:196,27,0.970114
1:1:2014-1:196,28,0.968290
1:1:2014-1:196,29,0.970592
1:1:2014-1:196,30,0.980536
1:1:2014-1:196,31,1.00431
1:1:2014-1:196,32,0.998624
1:1:2014-1:196,33,1.00063
1:1:2014-1:196,34,0.995486
1:1:2014-1:196,35,0.993348
1:1:2014-1:196,36,0.996292
1:1:2014-1:196,37,0.993516
1:1:2014-1:196,38,0.991274
1:1:2014-1:196,39,0.989766
1:1:2014-1:196,40,0.996013
1:1:2014-1:196,41,0.994058
1:1:2014-1:196,42,1.00063
1:1:2014-1:196,43,0.996472
1:1:2014-1:196,44,0.993267
1:1:2014-1:196,45,0.992809
1:1:2014-1:196,46,0.989330
1:1:2014-1:196,47,0.985895
1:1:2014-1:196,48,0.986423
1:1:2014-1:196,49,0.991474
1:1:2014-1:196,50,0.989498
1:1:2014-1:196,51,0.998334
1:1:2014-1:196,52,1.00063
1:1:2014-1:196,53,1.00684
1:1:2014-1:196,54,1.00343
1:1:2014-1:196,55,1.00163
1:1:2014-1:196,56,0.998743
1:1:2014-1:196,57,0.999490
1:1:2014-1:196,58,0.998154
1:1:2014-1:196,59,0.996385
1:1:2014-1:196,60,0.997073
1:1:2014-1:196,61,0.995748
1:1:2014-1:196,62,0.993061
1:1:2014-1:196,63,0.994690
1:1:2014-1:196,64,0.996671
1:1:2014-1:196,65,0.994070
1:1:2014-1:196,66,0.991897
1:1:2014-1:196,67,0.993358
1:1:2014-1:196,68,0.990837
1:1:2014-1:196,69,0.989387
1:1:2014-1:196,70,0.988425
1:1:2014-1:196,71,0.990156
1:1:2014-1:196,72,0.991574
1:1:2014-1:196,73,0.993959
1:1:2014-1:196,74,0.992561
1:1:2014-1:196,75,0.993438
1:1:2014-1:196,76,0.994845
1:1:2014-1:196,77,1.00011
1:1:2014-1:196,78,0.998951
1:1:2014-1:196,79,0.998414
1:1:2014-1:196,80,0.999325
1:1:2014-1:196,81,0.999627
1:1:2014-1:196,82,0.998364
1:1:2014-1:196,83,0.996585
1:1:2014-1:196,84,0.997333
1:1:2014-1:196,85,0.995608
1:1:2014-1:196,86,0.993634
1:1:2014-1:196,87,0.995272
1:1:2014-1:196,88,0.998599
1:1:2014-1:196,89,0.999792
1:1:2014-1:196,90,0.998499
1:1:2014-1:196,91,0.996685
1:1:2014-1:196,92,0.996167
1:1:2014-1:196,93,0.998309
1:1:2014-1:196,94,0.997332
1:1:2014-1:196,95,0.996701
1:1:2014-1:196,96,0.996332
1:1:2014-1:196,97,0.997433
1:1:2014-1:196,98,0.996497
1:1:2014-1:196,99,0.995584
1:1:2014-1:196,100,1.00000
1:1:2014-1:197,1,0.995012
1:1:2014-1:197,2,0.994654
1:1:2014-1:197,3,0.987972
1:1:2014-1:197,4,0.987084
1:1:2014-1:197,5,0.988861
1:1:2014-1:197,6,1.00378
1:1:2014-1:197,7,1.00068
1:1:2014-1:197,8,0.998959
1:1:2014-1:197,9,0.996253
1:1:2014-1:197,10,1.01325
1:1:2014-1:197,11,1.01097
1:1:2014-1:197,12,1.00946
1:1:2014-1:197,13,1.02046
1:1:2014-1:197,14,1.01609
1:1:2014-1:197,15,1.01222
1:1:2014-1:197,16,1.01000
1:1:2014-1:197,17,1.01008
1:1:2014-1:197,18,1.01040
1:1:2014-1:197,19,1.00965
1:1:2014-1:197,20,1.00663
1:1:2014-1:197,21,1.01220
1:1:2014-1:197,22,1.01122
1:1:2014-1:197,23,1.01788
1:1:2014-1:197,24,1.01487
1:1:2014-1:197,25,1.01311
1:1:2014-1:197,26,1.01055
1:1:2014-1:197,27,1.00886
1:1:2014-1:197,28,1.00841
1:1:2014-1:197,29,1.00628
1:1:2014-1:197,30,1.00530
1:1:2014-1:197,31,1.00468
1:1:2014-1:197,32,1.00374
1:1:2014-1:197,33,1.00217
1:1:2014-1:197,34,1.00257
1:1:2014-1:197,35,1.00149
1:1:2014-1:197,36,1.00002
1:1:2014-1:197,37,0.999607
1:1:2014-1:197,38,0.998444
1:1:2014-1:197,39,0.997958
1:1:2014-1:197,40,0.998742
1:1:2014-1:197,41,1.00286
1:1:2014-1:197,42,1.00176
1:1:2014-1:197,43,1.00554
1:1:2014-1:197,44,1.00417
1:1:2014-1:197,45,1.00362
1:1:2014-1:197,46,1.00401
1:1:2014-1:197,47,1.00363
1:1:2014-1:197,48,1.00318
1:1:2014-1:197,49,1.00217
1:1:2014-1:197,50,1.00075
1:1:2014-1:197,51,1.00066
1:1:2014-1:197,52,1.00073
1:1:2014-1:197,53,1.00051
1:1:2014-1:197,54,0.999895
1:1:2014-1:197,55,0.999572
1:1:2014-1:197,56,0.998854
1:1:2014-1:197,57,0.998691
1:1:2014-1:197,58,0.998998
1:1:2014-1:197,59,0.998824
1:1:2014-1:197,60,0.997997
1:1:2014-1:197,61,0.997955
1:1:2014-1:197,62,0.997615
1:1:2014-1:197,63,0.996564
1:1:2014-1:197,64,0.996298
1:1:2014-1:197,65,0.996123
1:1:2014-1:197,66,0.995566
1:1:2014-1:197,67,0.995406
1:1:2014-1:197,68,0.995190
1:1:2014-1:197,69,0.995105
1:1:2014-1:197,70,0.994412
1:1:2014-1:197,71,0.995265
1:1:2014-1:197,72,0.994685
1:1:2014-1:197,73,0.994612
1:1:2014-1:197,74,0.994242
1:1:2014-1:197,75,0.993931
1:1:2014-1:197,76,0.994239
1:1:2014-1:197,77,0.994203
1:1:2014-1:197,78,0.996357
1:1:2014-1:197,79,0.995739
1:1:2014-1:197,80,0.995672
1:1:2014-1:197,81,0.995223
1:1:2014-1:197,82,0.994715
1:1:2014-1:197,83,0.994550
1:1:2014-1:197,84,0.994313
1:1:2014-1:197,85,0.994502
1:1:2014-1:197,86,0.996151
1:1:2014-1:197,87,0.997090
1:1:2014-1:197,88,0.997048
1:1:2014-1:197,89,0.996491
1:1:2014-1:197,90,0.996706
1:1:2014-1:197,91,0.996791
1:1:2014-1:197,92,0.998569
1:1:2014-1:197,93,1.00027
1:1:2014-1:197,94,0.999890
1:1:2014-1:197,95,0.999356
1:1:2014-1:197,96,0.998648
1:1:2014-1:197,97,0.998138
1:1:2014-1:197,98,0.999848
1:1:2014-1:197,99,0.999895
1:1:2014-1:197,100,1.00000
1:1:2014-1:198,1,1.17963
1:1:2014-1:198,2,1.10991
1:1:2014-1:198,3,1.08883
1:1:2014-1:198,4,1.03338
1:1:2014-1:198,5,0.997259
1:1:2014-1:198,6,0.984442
1:1:2014-1:198,7,0.985298
1:1:2014-1:198,8,0.967945
1:1:2014-1:198,9,0.970863
1:1:2014-1:198,10,0.990781
1:1:2014-1:198,11,1.00217
1:1:2014-1:198,12,1.02954
1:1:2014-1:198,13,1.02389
1:1:2014-1:198,14,1.03283
1:1:2014-1:198,15,1.03168
1:1:2014-1:198,16,1.02634
1:1:2014-1:198,17,1.01698
1:1:2014-1:198,18,1.02105
1:1:2014-1:198,19,1.01836
1:1:2014-1:198,20,1.02152
1:1:2014-1:198,21,1.01080
1:1:2014-1:198,22,0.998832
1:1:2014-1:198,23,0.993846
1:1:2014-1:198,24,0.998015
1:1:2014-1:198,25,0.994047
1:1:2014-1:198,26,0.998016
1:1:2014-1:198,27,0.998825
1:1:2014-1:198,28,0.998335
1:1:2014-1:198,29,1.00736
1:1:2014-1:198,30,1.00799
1:1:2014-1:198,31,1.00715
1:1:2014-1:198,32,1.00724
1:1:2014-1:198,33,1.01526
1:1:2014-1:198,34,1.01277
1:1:2014-1:198,35,1.01181
1:1:2014-1:198,36,1.02003
1:1:2014-1:198,37,1.01973
1:1:2014-1:198,38,1.01717
1:1:2014-1:198,39,1.01419
1:1:2014-1:198,40,1.01059
1:1:2014-1:198,41,1.00974
1:1:2014-1:198,42,1.01256
1:1:2014-1:198,43,1.01324
1:1:2014-1:198,44,1.01307
1:1:2014-1:198,45,1.01454
1:1:2014-1:198,46,1.00958
1:1:2014-1:198,47,1.00768
1:1:2014-1:198,48,1.01649
1:1:2014-1:198,49,1.01510
1:1:2014-1:198,50,1.01349
1:1:2014-1:198,51,1.01173
1:1:2014-1:198,52,1.00938
1:1:2014-1:198,53,1.00474
1:1:2014-1:198,54,1.00744
1:1:2014-1:198,55,1.00682
1:1:2014-1:198,56,1.00372
1:1:2014-1:198,57,1.00227
1:1:2014-1:198,58,1.00682
1:1:2014-1:198,59,1.00661
1:1:2014-1:198,60,1.00344
1:1:2014-1:198,61,1.00210
1:1:2014-1:198,62,1.00140
1:1:2014-1:198,63,1.00106
1:1:2014-1:198,64,1.00471
1:1:2014-1:198,65,1.00376
1:1:2014-1:198,66,1.00411
1:1:2014-1:198,67,1.00915
1:1:2014-1:198,68,1.00760
1:1:2014-1:198,69,1.01080
1:1:2014-1:198,70,1.01144
1:1:2014-1:198,71,1.00793
1:1:2014-1:198,72,1.00595
1:1:2014-1:198,73,1.00432
1:1:2014-1:198,74,1.00347
1:1:2014-1:198,75,1.00201
1:1:2014-1:198,76,0.998668
1:1:2014-1:198,77,0.997146
1:1:2014-1:198,78,0.998198
1:1:2014-1:198,79,0.999305
1:1:2014-1:198,80,0.996880
1:1:2014-1:198,81,0.998354
1:1:2014-1:198,82,0.997173
1:1:2014-1:198,83,0.997310
1:1:2014-1:198,84,0.994528
1:1:2014-1:198,85,0.994908
1:1:2014-1:198,86,0.992030
1:1:2014-1:198,87,0.991737
1:1:2014-1:198,88,0.992461
1:1:2014-1:198,89,0.994989
1:1:2014-1:198,90,0.997795
1:1:2014-1:198,91,0.999197
1:1:2014-1:198,92,0.999667
1:1:2014-1:198,93,0.999012
1:1:2014-1:198,94,1.00004
1:1:2014-1:198,95,1.00267
1:1:2014-1:198,96,1.00539
1:1:2014-1:198,97,1.00289
1:1:2014-1:198,98,1.00451
1:1:2014-1:198,99,1.00255
1:1:2014-1:198,100,1.00000
1:1:2014-1:203,1,0.926250
1:1:2014-1:203,2,0.887958
1:1:2014-1:203,3,0.992541
1:1:2014-1:203,4,0.960158
1:1:2014-1:203,5,0.989314
1:1:2014-1:203,6,0.957595
1:1:2014-1:203,7,0.960518
1:1:2014-1:203,8,0.969832
1:1:2014-1:203,9,0.950851
1:1:2014-1:203,10,0.941905
1:1:2014-1:203,11,0.934728
1:1:2014-1:203,12,0.928136
1:1:2014-1:203,13,0.926293
1:1:2014-1:203,14,0.929278
1:1:2014-1:203,15,0.931779
1:1:2014-1:203,16,0.925729
1:1:2014-1:203,17,0.955264
1:1:2014-1:203,18,0.946583
1:1:2014-1:203,19,0.955506
1:1:2014-1:203,20,0.962529
1:1:2014-1:203,21,0.958254
1:1:2014-1:203,22,0.962219
1:1:2014-1:203,23,0.963459
1:1:2014-1:203,24,0.979847
1:1:2014-1:203,25,0.980870
1:1:2014-1:203,26,0.986441
1:1:2014-1:203,27,0.990258
1:1:2014-1:203,28,1.00289
1:1:2014-1:203,29,1.01089
1:1:2014-1:203,30,1.01680
1:1:2014-1:203,31,1.00869
1:1:2014-1:203,32,1.00456
1:1:2014-1:203,33,0.998194
1:1:2014-1:203,34,0.998419
1:1:2014-1:203,35,1.00948
1:1:2014-1:203,36,1.00842
1:1:2014-1:203,37,1.01467
1:1:2014-1:203,38,1.01231
1:1:2014-1:203,39,1.01379
1:1:2014-1:203,40,1.01459
1:1:2014-1:203,41,1.01387
1:1:2014-1:203,42,1.01499
1:1:2014-1:203,43,1.01286
1:1:2014-1:203,44,1.01194
1:1:2014-1:203,45,1.00902
1:1:2014-1:203,46,1.00453
1:1:2014-1:203,47,0.999829
1:1:2014-1:203,48,1.00352
1:1:2014-1:203,49,1.00445
1:1:2014-1:203,50,1.00305
1:1:2014-1:203,51,1.01179
1:1:2014-1:203,52,1.00908
1:1:2014-1:203,53,1.00714
1:1:2014-1:203,54,1.00420
1:1:2014-1:203,55,1.00510
1:1:2014-1:203,56,1.00110
1:1:2014-1:203,57,0.997269
1:1:2014-1:203,58,0.997511
1:1:2014-1:203,59,0.996529
1:1:2014-1:203,60,0.998259
1:1:2014-1:203,61,1.00341
1:1:2014-1:203,62,1.00334
1:1:2014-1:203,63,1.00458
1:1:2014-1:203,64,1.00193
1:1:2014-1:203,65,1.00283
1:1:2014-1:203,66,1.00373
1:1:2014-1:203,67,1.00054
1:1:2014-1:203,68,0.998645
1:1:2014-1:203,69,1.00103
1:1:2014-1:203,70,0.998585
1:1:2014-1:203,71,0.998437
1:1:2014-1:203,72,0.996678
1:1:2014-1:203,73,1.00604
1:1:2014-1:203,74,1.00836
1:1:2014-1:203,75,1.00756
1:1:2014-1:203,76,1.00648
1:1:2014-1:203,77,1.00375
1:1:2014-1:203,78,1.00092
1:1:2014-1:203,79,1.00074
1:1:2014-1:203,80,0.999910
1:1:2014-1:203,81,1.00268
1:1:2014-1:203,82,1.00408
1:1:2014-1:203,83,1.00340
1:1:2014-1:203,84,1.00120
1:1:2014-1:203,85,0.998710
1:1:2014-1:203,86,1.00040
1:1:2014-1:203,87,0.997980
1:1:2014-1:203,88,0.996497
1:1:2014-1:203,89,0.995033
1:1:2014-1:203,90,1.00120
1:1:2014-1:203,91,1.00167
1:1:2014-1:203,92,1.00037
1:1:2014-1:203,93,0.999899
1:1:2014-1:203,94,1.00021
1:1:2014-1:203,95,0.998681
1:1:2014-1:203,96,0.999557
1:1:2014-1:203,97,1.00086
1:1:2014-1:203,98,1.00007
1:1:2014-1:203,99,1.00009
1:1:2014-1:203,100,1.00000
1:1:2014-1:204,1,1.29134
1:1:2014-1:204,2,1.00388
1:1:2014-1:204,3,1.01817
1:1:2014-1:204,4,1.02211
1:1:2014-1:204,5,1.12158
1:1:2014-1:204,6,1.06016
1:1:2014-1:204,7,1.00345
1:1:2014-1:204,8,0.995709
1:1:2014-1:204,9,0.986959
1:1:2014-1:204,10,1.05341
1:1:2014-1:204,11,1.05795
1:1:2014-1:204,12,1.07390
1:1:2014-1:204,13,1.04225
1:1:2014-1:204,14,1.02701
1:1:2014-1:204,15,0.994300
1:1:2014-1:204,16,1.00101
1:1:2014-1:204,17,1.01713
1:1:2014-1:204,18,1.02260
1:1:2014-1:204,19,1.01000
1:1:2014-1:204,20,0.987119
1:1:2014-1:204,21,0.967852
1:1:2014-1:204,22,0.957921
1:1:2014-1:204,23,0.955110
1:1:2014-1:204,24,0.969750
1:1:2014-1:204,25,0.969522
1:1:2014-1:204,26,1.01054
1:1:2014-1:204,27,1.00953
1:1:2014-1:204,28,0.997362
1:1:2014-1:204,29,0.987041
1:1:2014-1:204,30,0.987059
1:1:2014-1:204,31,0.978635
1:1:2014-1:204,32,0.994070
1:1:2014-1:204,33,0.983855
1:1:2014-1:204,34,1.00565
1:1:2014-1:204,35,0.998946
1:1:2014-1:204,36,1.01646
1:1:2014-1:204,37,1.00269
1:1:2014-1:204,38,0.989970
1:1:2014-1:204,39,1.00090
1:1:2014-1:204,40,0.991821
1:1:2014-1:204,41,0.984926
1:1:2014-1:204,42,0.973489
1:1:2014-1:204,43,0.967276
1:1:2014-1:204,44,0.962862
1:1:2014-1:204,45,0.953088
1:1:2014-1:204,46,0.944233
1:1:2014-1:204,47,0.965738
1:1:2014-1:204,48,0.957193
1:1:2014-1:204,49,0.954784
1:1:2014-1:204,50,0.973542
1:1:2014-1:204,51,0.965902
1:1:2014-1:204,52,0.957742
1:1:2014-1:204,53,0.953140
1:1:2014-1:204,54,0.949606
1:1:2014-1:204,55,0.942162
1:1:2014-1:204,56,0.935718
1:1:2014-1:204,57,0.930126
1:1:2014-1:204,58,0.929379
1:1:2014-1:204,59,0.925116
1:1:2014-1:204,60,0.931409
1:1:2014-1:204,61,0.946450
1:1:2014-1:204,62,0.941942
1:1:2014-1:204,63,0.938624
1:1:2014-1:204,64,0.943215
1:1:2014-1:204,65,0.941134
1:1:2014-1:204,66,0.952561
1:1:2014-1:204,67,0.947851
1:1:2014-1:204,68,0.951869
1:1:2014-1:204,69,0.947386
1:1:2014-1:204,70,0.955781
1:1:2014-1:204,71,0.956018
1:1:2014-1:204,72,0.953450
1:1:2014-1:204,73,0.962593
1:1:2014-1:204,74,0.959212
1:1:2014-1:204,75,0.964867
1:1:2014-1:204,76,0.969677
1:1:2014-1:204,77,0.973851
1:1:2014-1:204,78,0.971719
1:1:2014-1:204,79,0.975902
1:1:2014-1:204,80,0.987805
1:1:2014-1:204,81,0.984102
1:1:2014-1:204,82,0.984474
1:1:2014-1:204,83,0.986104
1:1:2014-1:204,84,0.983305
1:1:2014-1:204,85,0.979428
1:1:2014-1:204,86,0.982379
1:1:2014-1:204,87,0.979399
1:1:2014-1:204,88,0.976058
1:1:2014-1:204,89,0.977258
1:1:2014-1:204,90,0.978337
1:1:2014-1:204,91,0.986661
1:1:2014-1:204,92,0.985971
1:1:2014-1:204,93,0.981225
1:1:2014-1:204,94,0.978129
1:1:2014-1:204,95,0.986886
1:1:2014-1:204,96,0.994671
1:1:2014-1:204,97,1.00014
1:1:2014-1:204,98,0.998369
1:1:2014-1:204,99,0.996826
1:1:2014-1:204,100,1.00000
1:1:2014-1:206,1,0.829723
1:1:2014-1:206,2,0.900670
1:1:2014-1:206,3,0.882452
1:1:2014-1:206,4,0.871730
1:1:2014-1:206,5,0.850773
1:1:2014-1:206,6,0.866267
1:1:2014-1:206,7,0.840157
1:1:2014-1:206,8,0.853201
1:1:2014-1:206,9,0.904169
1:1:2014-1:206,10,0.938062
1:1:2014-1:206,11,0.936561
1:1:2014-1:206,12,0.956300
1:1:2014-1:206,13,1.00263
1:1:2014-1:206,14,1.02398
1:1:2014-1:206,15,1.03510
1:1:2014-1:206,16,1.02949
1:1:2014-1:206,17,1.02142
1:1:2014-1:206,18,1.00887
1:1:2014-1:206,19,1.02590
1:1:2014-1:206,20,1.02932
1:1:2014-1:206,21,1.03788
1:1:2014-1:206,22,1.04016
1:1:2014-1:206,23,1.03656
1:1:2014-1:206,24,1.03951
1:1:2014-1:206,25,1.03003
1:1:2014-1:206,26,1.02225
1:1:2014-1:206,27,1.04273
1:1:2014-1:206,28,1.03554
1:1:2014-1:206,29,1.03449
1:1:2014-1:206,30,1.03884
1:1:2014-1:206,31,1.03446
1:1:2014-1:206,32,1.03055
1:1:2014-1:206,33,1.02277
1:1:2014-1:206,34,1.01796
1:1:2014-1:206,35,1.01910
1:1:2014-1:206,36,1.01881
1:1:2014-1:206,37,1.01638
1:1:2014-1:206,38,1.02269
1:1:2014-1:206,39,1.02080
1:1:2014-1:206,40,1.02099
1:1:2014-1:206,41,1.02052
1:1:2014-1:206,42,1.02462
1:1:2014-1:206,43,1.01881
1:1:2014-1:206,44,1.01843
1:1:2014-1:206,45,1.01372
1:1:2014-1:206,46,1.01383
1:1:2014-1:206,47,1.01580
1:1:2014-1:206,48,1.01218
1:1:2014-1:206,49,1.00829
1:1:2014-1:206,50,1.00908
1:1:2014-1:206,51,1.00628
