.......2.................8.....7...99....1....57.......2...8657..53....4........2	2	FAST_100_1_60_10	48	1	25	2	25	2	24	1	27	1	26	1	26	1	27	1	25	3	23	1
.......2.................8.....7...99....1....57.......2...8657..53....4........2	2	FAST_75_2_40_0	48	1	25	2	25	2	24	1	27	1	26	1	26	1	27	1	25	3	23	1
.......2.................8.....7...99....1....57.......2...8657..53....4........2	2	FAST_50_2_30_0	48	1	25	2	25	2	24	1	27	1	26	1	26	1	27	1	25	3	23	1
.......2.................8.....7...99....1....57.......2...8657..53....4........2	2	FAST_40_2_25_0	48	1	25	2	25	2	24	1	27	1	26	1	26	1	27	1	25	3	23	1
..................1...8...9...........2...4..97.....2175.....3432.....75....9....	0	SIMPLE	137	0	28	0	4570	0	1919	0	70	0	59	0	2881	0	24	0	24	0	1581	0
..................1...8...9...........2...4..97.....2175.....3432.....75....9....	0	FAST_100_1_60_10	133	0	319	0	137	0	137	0	295	0	1043	0	313	0	482	0	305	0	129	0
..................1...8...9...........2...4..97.....2175.....3432.....75....9....	0	FAST_75_2_40_0	249	0	5088	0	3902	0	3158	0	24	0	1501	0	1291	0	443	0	2420	0	8801	0
..................1...8...9...........2...4..97.....2175.....3432.....75....9....	0	FAST_50_2_30_0	249	0	5088	0	3902	0	3158	0	24	0	1501	0	1291	0	443	0	2420	0	8801	0
..................1...8...9...........2...4..97.....2175.....3432.....75....9....	0	FAST_40_2_25_0	249	0	5088	0	3902	0	3158	0	24	0	1501	0	1291	0	443	0	2420	0	8801	0
..36......7....6......5..........8.......4......971.649...3.............8....29..	2	SIMPLE	33	3	32	1	26	1	29	2	24	1	26	3	27	2	21	2	21	1	26	3
..36......7....6......5..........8.......4......971.649...3.............8....29..	2	FAST_100_1_60_10	33	3	32	1	26	1	29	2	24	1	26	3	27	2	21	2	21	1	26	3
..36......7....6......5..........8.......4......971.649...3.............8....29..	2	FAST_75_2_40_0	33	3	32	1	26	1	29	2	24	1	26	3	27	2	21	2	21	1	26	3
..36......7....6......5..........8.......4......971.649...3.............8....29..	2	FAST_50_2_30_0	33	3	32	1	26	1	29	2	24	1	26	3	27	2	21	2	21	1	26	3
..36......7....6......5..........8.......4......971.649...3.............8....29..	2	FAST_40_2_25_0	33	3	32	1	26	1	29	2	24	1	26	3	27	2	21	2	21	1	26	3
