1239165	10	...3.2......................46...97..........9..7.3..6..........54...18.18.....45	0	FAST_100_1_60_10
767495	10	.89...36..........54.....18....2.................7....82.....96..........96...82.	0	FAST_100_1_60_10
694883	10	.............24..8...8.54.2..4.......5..73....98.5......2................16......	0	FAST_100_1_60_10
688877	10	81...7..........9........5....8.......6..9..1....4......8..5..7.4..3...8...6.....	0	FAST_100_1_60_10
624919	10	4.......51.8...2.7..2...4......6.................2......5...7..6.1...5.23.......4	0	FAST_100_1_60_10
595424	10	9.1...6.3....................41.63.....9.7..............53.18...........8..6.9..5	0	FAST_100_1_60_10
315003	10	4.....15..........6.2...9..35.9..............1..2.8......63.4..............4..3.6	0	FAST_100_1_60_10
230869	10	.........27.....1351.....62...7.9...............4.1...48.....3193.....26.........	0	FAST_100_1_60_10
221257	10	..5.....4.....7...7..4.......8..6...........3.9.3...28.......6......92..8...34...	0	FAST_100_1_60_10
203919	10	.5..2..7....................29...45...7...3..3.......77.......19.3...6.8.........	0	FAST_100_1_60_10
185473	10	..49.28.....7.6....7.....6...5...7.............1...4...2.....9....2.7.....36.91..	0	FAST_100_1_60_10
173779	10	...4.1.....27.94...9.....1..........3.......2..........7.....5...89.41.....1.7...	0	FAST_100_1_60_10
155014	10	6.......9..39.82.............2...6......5......8...9.............61.48..3.......5	0	FAST_100_1_60_10
147775	10	2.7...6.8..9...7..6.......3............2.8............4.......6..8...3..9.1...8.7	0	FAST_100_1_60_10
134650	4	...........86......15...78..2....613....................71...3...13..4.....2.....	2	SIMPLE
130999	10	...........3.7.....9..3...1.....8....37...4.....2.........4.895......3....4...7..	0	FAST_100_1_60_10
130811	10	.........2..6.5..4...8.7.....9...3....8...6....2...4.....5.6...1..7.8..5.........	0	FAST_100_1_60_10
130357	10	........2.61.5.....2......7......7...5.....1........6....4.........31..68.7....5.	0	FAST_100_1_60_10
124791	10	.1.8.5.6...92.73.....................25...83.....................45.29...5.1.8.2.	0	FAST_100_1_60_10
104688	10	138...7.4.............13.....1.........8.....96...............6...7..5....64....2	0	FAST_75_2_40_0
104688	10	138...7.4.............13.....1.........8.....96...............6...7..5....64....2	0	FAST_50_2_30_0
104688	10	138...7.4.............13.....1.........8.....96...............6...7..5....64....2	0	FAST_40_2_25_0
97546	10	138...7.4.............13.....1.........8.....96...............6...7..5....64....2	0	FAST_100_1_60_10
78878	10	........2.8.3.17.....4..6...93.....4.....8....5..1.....28...............3..9.....	0	FAST_100_1_60_10
69229	10	9.1...6.3....................41.63.....9.7..............53.18...........8..6.9..5	0	SIMPLE
67593	10	....1......1....59..7.9...........8..14..3........9.2..3...........41..7.8......2	0	FAST_100_1_60_10
66730	10	9.1...6.3....................41.63.....9.7..............53.18...........8..6.9..5	0	FAST_75_2_40_0
66730	10	9.1...6.3....................41.63.....9.7..............53.18...........8..6.9..5	0	FAST_50_2_30_0
66730	10	9.1...6.3....................41.63.....9.7..............53.18...........8..6.9..5	0	FAST_40_2_25_0
64903	10	138...7.4.............13.....1.........8.....96...............6...7..5....64....2	0	SIMPLE
58334	10	..7...8...26.8.74..9.....5.............................6.....1..72.9.38...9...4..	0	FAST_100_1_60_10
57488	10	...3.2......................46...97..........9..7.3..6..........54...18.18.....45	0	SIMPLE
55110	10	81..3..56.........4.9...7.8...........................2.6...5.4.........54..7..62	0	FAST_100_1_60_10
53276	10	1.......7...........59.48..5.9...3.4.........3.4...5.9..21.76...........9.......2	0	FAST_100_1_60_10
50412	10	...3.2......................46...97..........9..7.3..6..........54...18.18.....45	0	FAST_75_2_40_0
50412	10	...3.2......................46...97..........9..7.3..6..........54...18.18.....45	0	FAST_50_2_30_0
50412	10	...3.2......................46...97..........9..7.3..6..........54...18.18.....45	0	FAST_40_2_25_0
49830	10	4.......51.8...2.7..2...4......6.................2......5...7..6.1...5.23.......4	0	FAST_75_2_40_0
